,Unnamed: 0,index,mechanism,action,drugA,drugB
2522,4099,2522,the hypotensive activities,increase,Amlodipine,Efonidipine
2523,4101,2523,The serum concentration,decrease,Amlodipine,Enzalutamide
2524,4102,2524,The risk or severity of adverse effects,increase,Amlodipine,Eplerenone
2525,4107,2525,The metabolism,decrease,Amlodipine,Erythromycin
2526,4109,2526,The serum concentration,increase,Amlodipine,Everolimus
2527,4110,2527,the hypotensive activities,increase,Amlodipine,Felodipine
2528,4112,2528,The serum concentration,increase,Fluvastatin,Amlodipine
2529,4113,2529,The metabolism,decrease,Fluvoxamine,Amlodipine
2530,4114,2530,The metabolism,increase,Fosphenytoin,Amlodipine
2531,4115,2531,The risk or severity of adverse effects,increase,Furosemide,Amlodipine
2532,4116,2532,The therapeutic efficacy,increase,Griseofulvin,Amlodipine
2533,4117,2533,the hypotensive activities,increase,Guanabenz,Amlodipine
2534,4119,2534,the hypotensive activities,increase,Guanfacine,Amlodipine
2535,4120,2535,The risk or severity of adverse effects,increase,Halothane,Amlodipine
2536,4122,2536,the hypotensive activities,increase,Hydralazine,Amlodipine
2537,4123,2537,The serum concentration,increase,Ibrutinib,Amlodipine
2538,4125,2538,The risk or severity of adverse effects,increase,Imipramine,Amlodipine
2539,4126,2539,the hypotensive activities,increase,Indapamide,Amlodipine
2540,4127,2540,the hypotensive activities,increase,Irbesartan,Amlodipine
2541,4129,2541,The risk or severity of adverse effects,increase,Isoflurane,Amlodipine
2542,4132,2542,The metabolism,decrease,Isradipine,Amlodipine
2543,4133,2543,The metabolism,decrease,Itraconazole,Amlodipine
2544,4134,2544,The serum concentration,increase,Ivacaftor,Amlodipine
2545,4135,2545,The metabolism,decrease,Ketoconazole,Amlodipine
2546,4136,2546,the hypotensive activities,increase,Labetalol,Amlodipine
2547,4137,2547,the hypotensive activities,increase,Lercanidipine,Amlodipine
2548,4138,2548,The risk or severity of adverse effects,increase,Levobupivacaine,Amlodipine
2549,4139,2549,the orthostatic hypotensive activities,increase,Levodopa,Amlodipine
2550,4140,2550,The risk or severity of adverse effects,increase,Lisuride,Amlodipine
2551,4142,2551,the hypotensive activities,increase,Losartan,Amlodipine
2552,4143,2552,The serum concentration,increase,Lovastatin,Amlodipine
2553,4145,2553,the hypotensive activities,increase,Macitentan,Amlodipine
2554,4146,2554,the antihypertensive activities,decrease,Melatonin,Amlodipine
2555,4148,2555,the hypotensive activities,increase,Methyldopa,Amlodipine
2556,4150,2556,the antihypertensive activities,decrease,Methylphenidate,Amlodipine
2557,4152,2557,The serum concentration,increase,Metoprolol,Amlodipine
2558,4153,2558,The therapeutic efficacy,increase,Miconazole,Amlodipine
2559,4154,2559,The serum concentration,increase,Mifepristone,Amlodipine
2560,4155,2560,The therapeutic efficacy,increase,Miltefosine,Amlodipine
2561,4156,2561,the hypotensive activities,increase,Minaprine,Amlodipine
2562,4157,2562,The serum concentration,decrease,Mitotane,Amlodipine
2563,4158,2563,the hypotensive activities,increase,Moclobemide,Amlodipine
2564,4160,2564,The risk or severity of adverse effects,increase,Morphine,Amlodipine
2565,4161,2565,The risk or severity of adverse effects,increase,Nabilone,Amlodipine
2566,4163,2566,the hypotensive activities,increase,Nebivolol,Amlodipine
2567,4164,2567,The metabolism,decrease,Nefazodone,Amlodipine
2568,4165,2568,The serum concentration,increase,Netupitant,Amlodipine
2569,4166,2569,the hypotensive activities,increase,Nicardipine,Amlodipine
2570,4351,2570,The serum concentration,increase,Atorvastatin,Amodiaquine
2571,4352,2571,The metabolism,decrease,Betaxolol,Amodiaquine
2572,4353,2572,The serum concentration,increase,Bezafibrate,Amodiaquine
2573,4354,2573,The metabolism,decrease,Bisoprolol,Amodiaquine
2574,4356,2574,The metabolism,increase,Carbamazepine,Amodiaquine
2575,4357,2575,The metabolism,decrease,Carteolol,Amodiaquine
2576,4358,2576,The metabolism,decrease,Carvedilol,Amodiaquine
2577,4359,2577,The metabolism,decrease,Celiprolol,Amodiaquine
2578,4360,2578,The serum concentration,increase,Cerivastatin,Amodiaquine
2579,4361,2579,The serum concentration,increase,Chloramphenicol,Amodiaquine
2580,4362,2580,The serum concentration,decrease,Chloroquine,Amodiaquine
2581,4363,2581,The serum concentration,increase,Chlorpromazine,Amodiaquine
2582,4364,2582,The serum concentration,increase,Cholecalciferol,Amodiaquine
2583,4365,2583,The serum concentration,increase,Cimetidine,Amodiaquine
2584,4366,2584,The serum concentration,increase,Clopidogrel,Amodiaquine
2585,4367,2585,The serum concentration,increase,Cocaine,Amodiaquine
2586,4368,2586,The serum concentration,increase,Colchicine,Amodiaquine
2587,4369,2587,The serum concentration,increase,Cyclosporine,Amodiaquine
2588,4370,2588,The serum concentration,decrease,Dabrafenib,Amodiaquine
2589,4371,2589,The serum concentration,increase,Dextropropoxyphene,Amodiaquine
2590,4372,2590,The serum concentration,decrease,Diethylcarbamazine,Amodiaquine
2591,4373,2591,The serum concentration,increase,Diethylstilbestrol,Amodiaquine
2592,4374,2592,The serum concentration,increase,Digitoxin,Amodiaquine
2593,4375,2593,The serum concentration,increase,Digoxin,Amodiaquine
2594,4376,2594,The serum concentration,increase,Eltrombopag,Amodiaquine
2595,4378,2595,The serum concentration,increase,Enzalutamide,Amodiaquine
2596,4381,2596,The serum concentration,increase,Etoposide,Amodiaquine
2597,4382,2597,The serum concentration,increase,Fenofibrate,Amodiaquine
2598,4384,2598,The serum concentration,increase,Amodiaquine,Fluphenazine
2599,4385,2599,The serum concentration,increase,Amodiaquine,Fluvastatin
2600,4386,2600,The metabolism,increase,Amodiaquine,Fosphenytoin
2601,4387,2601,The serum concentration,increase,Amodiaquine,Gemfibrozil
2602,4389,2602,The serum concentration,increase,Amodiaquine,Isoniazid
2603,4390,2603,The serum concentration,increase,Amodiaquine,Ketoconazole
2604,4391,2604,The serum concentration,increase,Amodiaquine,Ketoprofen
2605,4392,2605,The metabolism,decrease,Amodiaquine,Labetalol
2606,4393,2606,The serum concentration,increase,Amodiaquine,Lansoprazole
2607,4394,2607,The serum concentration,increase,Amodiaquine,Levothyroxine
2608,4396,2608,The serum concentration,increase,Amodiaquine,Loratadine
2609,4397,2609,The serum concentration,increase,Amodiaquine,Lovastatin
2610,4399,2610,The serum concentration,decrease,Amodiaquine,Mebendazole
2611,4402,2611,The risk or severity of adverse effects,increase,Amodiaquine,Mefloquine
2612,4403,2612,The serum concentration,increase,Amodiaquine,Meloxicam
2613,4404,2613,The serum concentration,increase,Amodiaquine,Mesoridazine
2614,4405,2614,The serum concentration,increase,Amodiaquine,Methotrimeprazine
2615,4406,2615,The serum concentration,increase,Amodiaquine,Metoprolol
2616,4407,2616,The serum concentration,increase,Amodiaquine,Metronidazole
2617,4408,2617,The serum concentration,increase,Amodiaquine,Midostaurin
2618,4409,2618,The serum concentration,increase,Amodiaquine,Mifepristone
2619,4411,2619,The serum concentration,increase,Amodiaquine,Montelukast
2620,4412,2620,The metabolism,decrease,Amodiaquine,Nebivolol
2621,4413,2621,The serum concentration,increase,Amodiaquine,Nicardipine
2622,4414,2622,the serotonergic activities,increase,Amoxapine,Amphetamine
2623,4415,2623,the QTc - prolonging activities,increase,Amoxapine,Anagrelide
2624,4417,2624,the antihypertensive activities,decrease,Amoxapine,Apomorphine
2625,4419,2625,The serum concentration,increase,Amoxapine,Argatroban
2626,4420,2626,The risk or severity of adverse effects,increase,Amoxapine,Aripiprazole
2627,4422,2627,the QTc - prolonging activities,increase,Amoxapine,Asenapine
2628,4424,2628,the central nervous system depressant ( CNS depressant ) activities,increase,Amoxapine,Azelastine
2629,4425,2629,the QTc - prolonging activities,increase,Amoxapine,Azithromycin
2630,4426,2630,The therapeutic efficacy,decrease,Amoxapine,Bambuterol
2631,4428,2631,The serum concentration,increase,Amoxapine,Benazepril
2632,4429,2632,The risk or severity of adverse effects,increase,Amoxapine,Benzocaine
2633,4431,2633,The metabolism,decrease,Amoxapine,Betaxolol
2634,4432,2634,The serum concentration,increase,Amoxapine,Bivalirudin
2635,4435,2635,The risk or severity of adverse effects,increase,Amoxapine,Bromazepam
2636,4436,2636,the antihypertensive activities,decrease,Amoxapine,Bromocriptine
2637,4438,2637,The therapeutic efficacy,decrease,Amoxapine,Budesonide
2638,4439,2638,The risk or severity of adverse effects,increase,Amoxapine,Bupivacaine
2639,4440,2639,the central nervous system depressant ( CNS depressant ) activities,increase,Amoxapine,Buprenorphine
2640,4441,2640,The metabolism,decrease,Amoxapine,Bupropion
2641,4442,2641,the serotonergic activities,increase,Amoxapine,Buspirone
2642,4444,2642,The risk or severity of adverse effects,increase,Amoxapine,Cabergoline
2643,4446,2643,The metabolism,increase,Amoxapine,Carbamazepine
2644,4449,2644,The risk or severity of adverse effects,increase,Amoxapine,Carisoprodol
2645,4450,2645,The metabolism,decrease,Amoxapine,Celecoxib
2646,4451,2646,The risk or severity of adverse effects,increase,Amoxapine,Celiprolol
2647,4452,2647,the QTc - prolonging activities,increase,Amoxapine,Ceritinib
2648,4453,2648,The risk or severity of adverse effects,increase,Amoxapine,Chloroprocaine
2649,4454,2649,The metabolism,decrease,Amoxapine,Chloroquine
2650,4456,2650,The metabolism,decrease,Amoxapine,Chlorpromazine
2651,4457,2651,The risk or severity of adverse effects,increase,Amoxapine,Chlorzoxazone
2652,4458,2652,The metabolism,decrease,Amoxapine,Cholecalciferol
2653,4460,2653,The metabolism,decrease,Amoxapine,Cimetidine
2654,4461,2654,The serum concentration,increase,Amoxapine,Cinacalcet
2655,4463,2655,the QTc - prolonging activities,increase,Amoxapine,Ciprofloxacin
2656,4464,2656,the QTc - prolonging activities,increase,Amoxapine,Cisapride
2657,4465,2657,The risk or severity of adverse effects,increase,Amoxapine,Citalopram
2658,4466,2658,the QTc - prolonging activities,increase,Amoxapine,Clarithromycin
2659,4467,2659,The metabolism,decrease,Amoxapine,Clemastine
2660,4468,2660,The risk or severity of adverse effects,increase,Amoxapine,Clenbuterol
2661,4469,2661,The risk or severity of adverse effects,increase,Amoxapine,Clomipramine
2662,4470,2662,The risk or severity of adverse effects,increase,Amoxapine,Clonazepam
2663,4471,2663,the antihypertensive activities,decrease,Amoxapine,Clonidine
2664,4473,2664,The metabolism,decrease,Amoxapine,Clotrimazole
2665,4474,2665,The metabolism,decrease,Amoxapine,Clozapine
2666,4475,2666,The metabolism,decrease,Amoxapine,Cocaine
2667,4476,2667,The risk or severity of adverse effects,increase,Amoxapine,Codeine
2668,4477,2668,the QTc - prolonging activities,increase,Amoxapine,Crizotinib
2669,4478,2669,The risk or severity of adverse effects,increase,Amoxapine,Cyclizine
2670,4479,2670,The risk or severity of adverse effects,increase,Amoxapine,Cyclobenzaprine
2671,4480,2671,The risk or severity of adverse effects,increase,Amoxapine,Cyproheptadine
2672,4483,2672,The metabolism,decrease,Amoxapine,Darifenacin
2673,4484,2673,The risk or severity of adverse effects,increase,Amoxapine,Desipramine
2674,4488,2674,The risk or severity of adverse effects,increase,Amoxapine,Deutetrabenazine
2675,4489,2675,the antihypertensive activities,decrease,Amoxapine,Dexmedetomidine
2676,4491,2676,The risk or severity of adverse effects,increase,Amoxapine,Dextromethorphan
2677,4492,2677,The risk or severity of adverse effects,increase,Amoxapine,Dextropropoxyphene
2678,4493,2678,The risk or severity of adverse effects,increase,Amoxapine,Diazepam
2679,4495,2679,the antihypertensive activities,decrease,Amoxapine,Dihydroergotamine
2680,4496,2680,The metabolism,decrease,Amoxapine,Diphenhydramine
2681,4497,2681,the QTc - prolonging activities,increase,Amoxapine,Disopyramide
2682,4498,2682,The risk or severity of adverse effects,increase,Amoxapine,Dobutamine
2683,4499,2683,the QTc - prolonging activities,increase,Amoxapine,Dofetilide
2684,4500,2684,the QTc - prolonging activities,increase,Amoxapine,Dolasetron
2685,4501,2685,the QTc - prolonging activities,increase,Amoxapine,Domperidone
2686,4503,2686,The risk or severity of adverse effects,increase,Amoxapine,Doxepin
2687,4505,2687,the central nervous system depressant ( CNS depressant ) activities,increase,Amoxapine,Dronabinol
2688,4506,2688,the QTc - prolonging activities,increase,Amoxapine,Dronedarone
2689,4507,2689,the antihypertensive activities,decrease,Amoxapine,Droxidopa
2690,4509,2690,The risk or severity of adverse effects,increase,Amoxapine,Eletriptan
2691,4512,2691,The risk or severity of adverse effects,increase,Amoxapine,Enflurane
2692,4513,2692,The risk or severity of adverse effects,increase,Amoxapine,Entacapone
2693,4514,2693,the antihypertensive activities,decrease,Amoxapine,Epinephrine
2694,4517,2694,the QTc - prolonging activities,increase,Amoxapine,Erythromycin
2695,4519,2695,The risk or severity of adverse effects,increase,Amoxapine,Estazolam
2696,4520,2696,The risk or severity of adverse effects,increase,Amoxapine,Eszopiclone
2697,4521,2697,the central nervous system depressant ( CNS depressant ) activities,increase,Amoxapine,Ethanol
2698,4522,2698,The risk or severity of adverse effects,increase,Amoxapine,Ethosuximide
2699,4524,2699,The risk or severity of adverse effects,increase,Amoxapine,Ethylmorphine
2700,4526,2700,the antihypertensive activities,decrease,Amoxapine,Etomidate
2701,4527,2701,The risk or severity of adverse effects,increase,Amoxapine,Ezogabine
2702,4528,2702,The risk or severity of adverse effects,increase,Amoxapine,Felbamate
2703,4529,2703,The risk or severity of adverse effects,increase,Amoxapine,Fentanyl
2704,4531,2704,the QTc - prolonging activities,increase,Amoxapine,Flecainide
2705,4533,2705,The risk or severity of adverse effects,increase,Amoxapine,Flunarizine
2706,4534,2706,The therapeutic efficacy,decrease,Amoxapine,Flunisolide
2707,4535,2707,The risk or severity of adverse effects,increase,Amoxapine,Flunitrazepam
2708,4536,2708,The risk or severity of adverse effects,increase,Amoxapine,Fluoxetine
2709,4538,2709,The risk or severity of adverse effects,increase,Amoxapine,Fluphenazine
2710,4539,2710,The risk or severity of adverse effects,increase,Amoxapine,Flurazepam
2711,4542,2711,The risk or severity of adverse effects,increase,Amoxapine,Fluvoxamine
2712,4544,2712,The risk or severity of adverse effects,increase,Amoxapine,Fosphenytoin
2713,4546,2713,The risk or severity of adverse effects,increase,Amoxapine,Frovatriptan
2714,4547,2714,The risk or severity of adverse effects,increase,Amoxapine,Gabapentin
2715,4549,2715,the QTc - prolonging activities,increase,Amoxapine,Granisetron
2716,4550,2716,the antihypertensive activities,decrease,Amoxapine,Guanabenz
2717,4551,2717,the antihypertensive activities,decrease,Amoxapine,Guanfacine
2718,4552,2718,The metabolism,decrease,Amoxapine,Haloperidol
2719,4553,2719,The risk or severity of adverse effects,increase,Amoxapine,Halothane
2720,4555,2720,the central nervous system depressant ( CNS depressant ) activities,increase,Amoxapine,Hydrocodone
2721,4556,2721,The risk or severity of adverse effects,increase,Amoxapine,Hydromorphone
2722,4557,2722,the central nervous system depressant ( CNS depressant ) activities,increase,Amoxapine,Hydroxyzine
2723,4559,2723,The risk or severity of adverse effects,increase,Amoxapine,Imipramine
2724,4562,2724,The risk or severity of adverse effects,increase,Amoxapine,Isoflurane
2725,4563,2725,The serum concentration,increase,Amoxapine,Isoflurophate
2726,4564,2726,The metabolism,decrease,Amoxapine,Isoniazid
2727,4566,2727,The risk or severity of adverse effects,increase,Amoxapine,Ketamine
2728,4569,2728,The metabolism,decrease,Amoxapine,Ketoconazole
2729,4571,2729,The risk or severity of adverse effects,increase,Amoxapine,Lamotrigine
2730,4572,2730,the QTc - prolonging activities,increase,Amoxapine,Lenvatinib
2731,4573,2731,The risk or severity of adverse effects,increase,Amoxapine,Levobupivacaine
2732,4574,2732,The risk or severity of adverse effects,increase,Amoxapine,Levocetirizine
2733,4575,2733,The risk or severity of adverse effects,increase,Amoxapine,Levodopa
2734,4576,2734,the QTc - prolonging activities,increase,Amoxapine,Levofloxacin
2735,4580,2735,the arrhythmogenic activities,increase,Amoxapine,Levothyroxine
2736,4581,2736,The risk or severity of adverse effects,increase,Amoxapine,Lidocaine
2737,4582,2737,The serum concentration,increase,Amoxapine,Linagliptin
2738,4584,2738,The risk or severity of adverse effects,increase,Amoxapine,Loratadine
2739,4585,2739,The risk or severity of adverse effects,increase,Amoxapine,Lorazepam
2740,4586,2740,The risk or severity of adverse effects,increase,Amoxapine,Lorcaserin
2741,4589,2741,The risk or severity of adverse effects,increase,Amoxapine,Maprotiline
2742,4590,2742,The risk or severity of adverse effects,increase,Amoxapine,Meclizine
2743,4591,2743,The risk or severity of adverse effects,increase,Amoxapine,Melatonin
2744,4594,2744,The risk or severity of adverse effects,increase,Amoxapine,Mesoridazine
2745,4595,2745,The risk or severity of adverse effects,increase,Amoxapine,Methadone
2746,4597,2746,the central nervous system depressant ( CNS depressant ) activities,increase,Amoxapine,Methotrimeprazine
2747,4598,2747,The risk or severity of adverse effects,increase,Amoxapine,Methoxyflurane
2748,4599,2748,The risk or severity of adverse effects,increase,Amoxapine,Methsuximide
2749,4600,2749,The risk or severity of adverse effects,increase,Amoxapine,Methylphenidate
2750,4602,2750,The risk or severity of adverse effects,increase,Amoxapine,Metoclopramide
2751,4603,2751,The metabolism,decrease,Amoxapine,Metoprolol
2752,4604,2752,The risk or severity of adverse effects,increase,Amoxapine,Midazolam
2753,4605,2753,the vasopressor activities,increase,Amoxapine,Midodrine
2754,4606,2754,The metabolism,decrease,Amoxapine,Midostaurin
2755,4607,2755,the QTc - prolonging activities,increase,Amoxapine,Mifepristone
2756,4608,2756,the serotonergic activities,increase,Amoxapine,Minaprine
2757,4609,2757,The metabolism,decrease,Amoxapine,Mirabegron
2758,4611,2758,the serotonergic activities,increase,Amoxapine,Moclobemide
2759,4613,2759,The therapeutic efficacy,decrease,Amoxapine,Montelukast
2760,4614,2760,The risk or severity of adverse effects,increase,Amoxapine,Morphine
2761,4615,2761,the central nervous system depressant ( CNS depressant ) activities,increase,Amoxapine,Nabilone
2762,4616,2762,The risk or severity of adverse effects,increase,Amoxapine,Naratriptan
2763,4617,2763,the serotonergic activities,increase,Amoxapine,Nefazodone
2764,4618,2764,The metabolism,decrease,Amoxapine,Nicardipine
2765,4619,2765,The metabolism,decrease,Amphetamine,Apomorphine
2766,4621,2766,the stimulatory activities,decrease,Amphetamine,Aripiprazole
2767,4622,2767,the stimulatory activities,decrease,Amphetamine,Asenapine
2768,4623,2768,the sedative activities,decrease,Amphetamine,Astemizole
2769,4625,2769,the sedative activities,decrease,Amphetamine,Azatadine
2770,4626,2770,the sedative activities,decrease,Amphetamine,Azelastine
2771,4627,2771,The risk or severity of adverse effects,increase,Amphetamine,Bambuterol
2772,4628,2772,the hypotensive activities,increase,Amphetamine,Benazepril
2773,4629,2773,the hypotensive activities,increase,Amphetamine,Bendroflumethiazide
2774,4632,2774,the hypotensive activities,increase,Amphetamine,Bepridil
2775,4633,2775,The metabolism,decrease,Amphetamine,Betaxolol
2776,4634,2776,The risk or severity of adverse effects,increase,Amphetamine,Bezafibrate
2777,4635,2777,the hypotensive activities,increase,Amphetamine,Bisoprolol
2778,4636,2778,the hypotensive activities,increase,Amphetamine,Bosentan
2779,4639,2779,The metabolism,decrease,Amphetamine,Bromocriptine
2780,4641,2780,The risk or severity of adverse effects,increase,Amphetamine,Buprenorphine
2781,4642,2781,The risk or severity of adverse effects,increase,Amphetamine,Buspirone
2782,4643,2782,The metabolism,decrease,Amphetamine,Cabergoline
2783,4644,2783,the hypoglycemic activities,increase,Amphetamine,Canagliflozin
2784,4647,2784,The risk or severity of adverse effects,increase,Amphetamine,Carbamazepine
2785,4650,2785,the hypotensive activities,increase,Amphetamine,Carteolol
2786,4651,2786,the hypotensive activities,increase,Amphetamine,Carvedilol
2787,4652,2787,The metabolism,decrease,Amphetamine,Celecoxib
2788,4653,2788,The risk or severity of adverse effects,increase,Amphetamine,Celiprolol
2789,4654,2789,The metabolism,decrease,Amphetamine,Chloroquine
2790,4656,2790,The metabolism,decrease,Amphetamine,Chlorpromazine
2791,4657,2791,the hypoglycemic activities,increase,Amphetamine,Chlorpropamide
2792,4658,2792,The metabolism,decrease,Amphetamine,Cholecalciferol
2793,4659,2793,The metabolism,decrease,Amphetamine,Cimetidine
2794,4660,2794,The metabolism,decrease,Amphetamine,Cinacalcet
2795,4661,2795,the sedative activities,decrease,Amphetamine,Cinnarizine
2796,4662,2796,The risk or severity of adverse effects,increase,Amphetamine,Citalopram
2797,4663,2797,the anticholinergic activities,increase,Amphetamine,Clemastine
2798,4664,2798,The risk or severity of adverse effects,increase,Amphetamine,Clenbuterol
2799,4665,2799,the serotonergic activities,increase,Amphetamine,Clomipramine
2800,4666,2800,the hypotensive activities,increase,Amphetamine,Clonidine
2801,4667,2801,The metabolism,decrease,Amphetamine,Clotrimazole
2802,4668,2802,The metabolism,decrease,Amphetamine,Clozapine
2803,4669,2803,The metabolism,decrease,Amphetamine,Cocaine
2804,4670,2804,The risk or severity of adverse effects,increase,Amphetamine,Codeine
2805,4671,2805,the sedative activities,decrease,Amphetamine,Cyclizine
2806,4672,2806,the serotonergic activities,increase,Amphetamine,Cyclobenzaprine
2807,4673,2807,the anticholinergic activities,increase,Amphetamine,Cyproheptadine
2808,4674,2808,the hypoglycemic activities,increase,Amphetamine,Dapagliflozin
2809,4675,2809,The metabolism,decrease,Amphetamine,Darifenacin
2810,4677,2810,the serotonergic activities,increase,Amphetamine,Desipramine
2811,4680,2811,The risk or severity of adverse effects,increase,Amphetamine,Deutetrabenazine
2812,4684,2812,The risk or severity of adverse effects,increase,Amphetamine,Dextroamphetamine
2813,4685,2813,the serotonergic activities,increase,Amphetamine,Dextromethorphan
2814,4686,2814,The risk or severity of adverse effects,increase,Amphetamine,Dextropropoxyphene
2815,4687,2815,the hypotensive activities,increase,Amphetamine,Diazoxide
2816,4689,2816,The metabolism,decrease,Amphetamine,Dihydroergotamine
2817,4690,2817,the hypotensive activities,increase,Amphetamine,Diltiazem
2818,4691,2818,The metabolism,decrease,Amphetamine,Diphenhydramine
2819,4692,2819,the hypoglycemic activities,increase,Amphetamine,Disopyramide
2820,4693,2820,The risk or severity of adverse effects,increase,Amphetamine,Dobutamine
2821,4694,2821,The risk or severity of adverse effects,increase,Amphetamine,Domperidone
2822,4695,2822,The risk or severity of adverse effects,increase,Amphetamine,Dopamine
2823,4696,2823,the hypotensive activities,increase,Amphetamine,Dorzolamide
2824,4698,2824,the hypotensive activities,increase,Amphetamine,Doxazosin
2825,4699,2825,the serotonergic activities,increase,Amphetamine,Doxepin
2826,4701,2826,the tachycardic activities,increase,Amphetamine,Dronabinol
2827,4702,2827,The metabolism,decrease,Amphetamine,Dronedarone
2828,4703,2828,The risk or severity of adverse effects,increase,Amphetamine,Droxidopa
2829,4705,2829,the hypotensive activities,increase,Amphetamine,Efonidipine
2830,4706,2830,The serum concentration,increase,Amphetamine,Eletriptan
2831,4709,2831,The risk or severity of adverse effects,increase,Amphetamine,Entacapone
2832,4711,2832,the sedative activities,decrease,Amphetamine,Epinastine
2833,4712,2833,the hypertensive activities,increase,Amphetamine,Epinephrine
2834,4717,2834,an increase in the absorption resulting in an increased serum concentration and potentially a worsening of adverse effects,cause,Amphetamine,Esomeprazole
2835,4718,2835,The risk or severity of adverse effects,increase,Amphetamine,Ethanol
2836,4720,2836,a decrease in the absorption resulting in a reduced serum concentration and potentially a decrease in efficacy,cause,Amphetamine,Ethosuximide
2837,4721,2837,The risk or severity of adverse effects,increase,Amphetamine,Ethylmorphine
2838,4722,2838,the sedative activities,decrease,Amphetamine,Famotidine
2839,4723,2839,the hypotensive activities,increase,Amphetamine,Felodipine
2840,4725,2840,The risk or severity of adverse effects,increase,Amphetamine,Fentanyl
2841,4728,2841,the sedative activities,decrease,Flunarizine,Amphetamine
2842,4729,2842,The risk or severity of adverse effects,increase,Fluoxetine,Amphetamine
2843,4731,2843,the stimulatory activities,decrease,Fluphenazine,Amphetamine
2844,4732,2844,The risk or severity of adverse effects,increase,Fluvoxamine,Amphetamine
2845,4734,2845,The serum concentration,increase,Frovatriptan,Amphetamine
2846,4735,2846,the hypoglycemic activities,increase,Gliclazide,Amphetamine
2847,4736,2847,the hypoglycemic activities,increase,Glimepiride,Amphetamine
2848,4737,2848,the hypoglycemic activities,increase,Glipizide,Amphetamine
2849,4738,2849,the hypoglycemic activities,increase,Glyburide,Amphetamine
2850,4739,2850,the hypotensive activities,increase,Guanabenz,Amphetamine
2851,4741,2851,the hypotensive activities,increase,Guanfacine,Amphetamine
2852,4742,2852,The metabolism,decrease,Haloperidol,Amphetamine
2853,4743,2853,the hypotensive activities,increase,Hydralazine,Amphetamine
2854,4744,2854,The risk or severity of adverse effects,increase,Hydrocodone,Amphetamine
2855,4745,2855,The risk or severity of adverse effects,increase,Hydromorphone,Amphetamine
2856,4746,2856,the sedative activities,decrease,Hydroxyzine,Amphetamine
2857,4748,2857,the serotonergic activities,increase,Imipramine,Amphetamine
2858,4750,2858,the hypotensive activities,increase,Indapamide,Amphetamine
2859,4751,2859,the hypotensive activities,increase,Irbesartan,Amphetamine
2860,4752,2860,The metabolism,decrease,Isoniazid,Amphetamine
2861,4754,2861,the hypotensive activities,increase,Isradipine,Amphetamine
2862,4756,2862,The metabolism,decrease,Ketoconazole,Amphetamine
2863,4758,2863,The risk or severity of adverse effects,increase,Labetalol,Amphetamine
2864,4759,2864,an increase in the absorption resulting in an increased serum concentration and potentially a worsening of adverse effects,cause,Lansoprazole,Amphetamine
2865,4760,2865,the hypotensive activities,increase,Lercanidipine,Amphetamine
2866,4761,2866,the sedative activities,decrease,Levocetirizine,Amphetamine
2867,4762,2867,The risk or severity of adverse effects,increase,Levodopa,Amphetamine
2868,4766,2868,The metabolism,decrease,Lisuride,Amphetamine
2869,4767,2869,the sedative activities,decrease,Loratadine,Amphetamine
2870,4768,2870,The metabolism,decrease,Lorcaserin,Amphetamine
2871,4769,2871,the hypotensive activities,increase,Losartan,Amphetamine
2872,4771,2872,the hypotensive activities,increase,Macitentan,Amphetamine
2873,4772,2873,The risk or severity of adverse effects,increase,Maprotiline,Amphetamine
2874,4773,2874,the sedative activities,decrease,Meclizine,Amphetamine
2875,4776,2875,the anticholinergic activities,increase,Mequitazine,Amphetamine
2876,4777,2876,the stimulatory activities,decrease,Mesoridazine,Amphetamine
2877,4778,2877,The risk or severity of adverse effects,increase,Methadone,Amphetamine
2878,4781,2878,The metabolism,decrease,Methotrimeprazine,Amphetamine
2879,4782,2879,the hypertensive activities,increase,Methylphenidate,Amphetamine
2880,4783,2880,The serum concentration,increase,Metoprolol,Amphetamine
2881,4784,2881,The risk or severity of adverse effects,increase,Mianserin,Amphetamine
2882,4785,2882,the hypertensive activities,increase,Midodrine,Amphetamine
2883,4786,2883,The metabolism,decrease,Midostaurin,Amphetamine
2884,4787,2884,the hypoglycemic activities,increase,Mifepristone,Amphetamine
2885,4788,2885,the hypoglycemic activities,increase,Miglitol,Amphetamine
2886,4789,2886,the hypertensive activities,increase,Minaprine,Amphetamine
2887,4790,2887,The metabolism,decrease,Mirabegron,Amphetamine
2888,4792,2888,The risk or severity of adverse effects,increase,Moclobemide,Amphetamine
2889,4793,2889,The therapeutic efficacy,increase,Morphine,Amphetamine
2890,4794,2890,the tachycardic activities,increase,Nabilone,Amphetamine
2891,4795,2891,The serum concentration,increase,Naratriptan,Amphetamine
2892,4796,2892,the hypoglycemic activities,increase,Nateglinide,Amphetamine
2893,4797,2893,the hypotensive activities,increase,Nebivolol,Amphetamine
2894,4798,2894,The risk or severity of adverse effects,increase,Nefazodone,Amphetamine
2895,4799,2895,The metabolism,decrease,Nicardipine,Amphetamine
2896,4955,2896,the QTc - prolonging activities,increase,Anagrelide,Apomorphine
2897,4957,2897,the anticoagulant activities,increase,Anagrelide,Argatroban
2898,4958,2898,the QTc - prolonging activities,increase,Anagrelide,Aripiprazole
2899,4960,2899,The risk or severity of QTc prolongation,increase,Anagrelide,Asenapine
2900,4962,2900,the anticoagulant activities,increase,Anagrelide,Azelastine
2901,4963,2901,the QTc - prolonging activities,increase,Anagrelide,Azithromycin
