,Unnamed: 0,index,id,name,target,enzyme,smile_string,smile,gene,disease
222,460,222,DB00467,Enoxacin,P43700|P43702|P11388,P05177,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,34|61|80|130|294|305|314|378|389|407|453|456|464|525|612|650|699|804|807|875|926|935|1047|1057|1114|1308|1332|1346|1357|1380|1453|1455|1472|1480|1516|1639|1646|1696|1707|1729|1840|1855|1865|1873|1917|1928|1991|2020,TOP2B,MESH:D001987|MESH:D001991|MESH:D029481|MESH:D002780|MESH:D004827|MESH:D004830|MESH:D006192|MESH:D006948|MESH:D045828|MESH:D016870|MESH:D011014|MESH:D012640
223,465,223,DB00972,Azelastine,P35367|P25021|P04054|Q16873,P08684|P10635|P05177|P33261|P04798|P20815|P11712|P10632|P11509|P05181|P20813,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,80|207|216|310|314|378|384|446|503|504|561|611|650|757|816|834|847|926|935|993|1019|1028|1057|1063|1070|1088|1116|1145|1199|1236|1306|1325|1357|1367|1380|1430|1480|1573|1608|1683|1750|1754|1873|1897|1910|1934|1956|1993,HRH1,MESH:D002819|MESH:D006970|MESH:D004802|MESH:D010505|MESH:D006930|MESH:D008064|MESH:D016464|MESH:D011537|MESH:D006255|MESH:D012640|MESH:D012912|MESH:D013651
224,467,224,DB00988,Dopamine,P14416|P21728|P21918|P35462|P21917|Q01959|P09172|P08908|P34969|P21728|P21918|P23975|P31645|P46098|O95264|P00441|Q05940,P21397|P27338|P21964|P09172,NCCC1=CC(O)=C(O)C=C1,80|104|193|310|315|589|807|875|937|981|1168|1171|1243|1380|1475|1602|1607|1750|1754|1840|1873,MPHOSPH8|KDM4E|TP53|APEX1|DRD1|EHMT2|ADRB1|RECQL|HIF1A|HSD17B10|ADRA1B|ADRA2C|FEN1|ADRA1A|DRD2|NFE2L2|ADRA2B|ADRA1D|ADRA2A,MESH:D058186|MESH:D000788|MESH:D001145|MESH:D001480|MESH:D002303|MESH:D002375|MESH:D002389|MESH:D002493|MESH:D019970|MESH:D004342|MESH:D062787|MESH:D004409|MESH:D004417|MESH:D004802|MESH:D006323|MESH:D006331|MESH:D006333|MESH:D018883|MESH:D006556|MESH:D006930|MESH:D006948|MESH:D006973|MESH:D007008|MESH:D018476|MESH:D007022|MESH:D007024|MESH:D007249|MESH:D007859|MESH:D008133|MESH:D020149|MESH:D008661|MESH:D048629|MESH:D017202|MESH:D009205|MESH:D009336|MESH:D009410|MESH:D009422|MESH:D009846|MESH:D010300|MESH:D020734|MESH:D010547|MESH:D011595|MESH:D011618|MESH:D012127|MESH:D012559|MESH:D012640|MESH:D012769|MESH:D012770|MESH:D012772|MESH:D013226|MESH:D013375|MESH:D013610|MESH:D013616|MESH:D016171|MESH:D014202|MESH:D020301|MESH:D018487
225,468,225,DB14011,Nabiximols,P21554|P34972|P47775|P23415|P23415|P48167|O75311|Q14330|Q9Y2T6|P08908|P28223|P36544|P41143|P35372|P37231|Q8NER1|O43497|O95180|Q9P0X4|O75762|Q7Z2W7|Q9Y5S1|Q8NET8|Q9HBA0|P21796|P23219|P35354|P24752|P05093|P04035|P00390|P07203|P14902|F1T0I5|Q16678|P20815|P10635|P05177|P04798|P24462|Q08257|P04040|O00519|P00441|Q02083,P11712|P33261|P08684|P20815|P09917|P16050|P10635,[H][C@]1(CCC(C)=C[C@@]1([H])C1=C(O)C=C(CCCCC)C=C1O)C(C)=C.[H][C@@]12CCC(C)=C[C@@]1([H])C1=C(O)C=C(CCCCC)C=C1OC2(C)C,25|61|67|80|89|193|204|209|294|519|521|591|656|701|713|794|807|835|875|918|926|978|982|1007|1017|1019|1022|1057|1060|1184|1212|1243|1274|1282|1283|1325|1335|1366|1380|1382|1424|1444|1510|1514|1594|1602|1607|1648|1722|1738|1754|1809|1873|1905|1911|1979,OPRM1|KAT2B|FAAH,MESH:D008546|MESH:D009103|MESH:D009128|MESH:D009437
226,469,226,DB01176,Cyclizine,P35367|P49888,P11712,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,1|14|15|207|389|461|926|935|1057|1088|1145|1199|1236|1265|1321|1364|1365|1380|1480|1581|1627|1750|1873,HRH1,MESH:D000707|MESH:D001259|MESH:D002819|MESH:D003221|MESH:D004421|MESH:D005483|MESH:D006212|MESH:D006948|MESH:D006973|MESH:D007431|MESH:D015878|MESH:D010243|MESH:D012131|MESH:D013610|MESH:D014839|MESH:D014987
227,471,227,DB00514,Dextromethorphan,Q99720|Q5T1J1|Q15822|Q8TCU5|P31645|O00264|P32297|P43681|P30926|P17787|P36544|P35372|P41143|P41145|P04839|P13498|P14598|P19878|Q15080|P63000|P15153|P23975,P10635|P08684|P24462|P20813|P33261|P11712,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2,231|322|413|486|519|562|580|663|695|718|742|744|781|841|875|878|890|926|935|940|1019|1028|1057|1058|1060|1116|1145|1162|1236|1308|1325|1380|1480|1536|1638|1689|1731|1750|1758|1873|1972|1980,CYP3A4|GRIN3A|ABCB1|SIGMAR1|ERCC6|CYP2D6,MESH:D000015|MESH:D019969|MESH:D001249|MESH:D001259|MESH:D050197|MESH:D001289|MESH:D001714|MESH:D001919|MESH:D002375|MESH:D056486|MESH:D002653|MESH:D002779|MESH:D003072|MESH:D003128|MESH:D003221|MESH:D003371|MESH:D019465|MESH:D003693|MESH:D003929|MESH:D003967|MESH:D006970|MESH:D004244|MESH:D064420|MESH:D004409|MESH:D004421|MESH:D004487|MESH:D020964|MESH:D005119|MESH:D005494|MESH:D006212|MESH:D006261|MESH:D006317|MESH:D006930|MESH:D020158|MESH:D006967|MESH:D053609|MESH:D008141|MESH:D001523|MESH:D019964|MESH:D009103|MESH:D009140|MESH:D009207|MESH:D009422|MESH:D019954|MESH:D009497|MESH:D010146|MESH:D010149|MESH:D010259|MESH:D011041|MESH:D020250|MESH:D011605|MESH:D011618|MESH:D015427|MESH:D012128|MESH:D012148|MESH:D012640|MESH:D020230|MESH:D007319|MESH:D012893|MESH:D013064|MESH:D019966|MESH:D013375|MESH:D014202|MESH:D014786|MESH:D014806|MESH:D014839
228,473,228,DB00542,Benazepril,P12821,P42898,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,1|5|80|147|177|294|307|314|389|588|650|662|695|713|736|739|807|823|926|935|1019|1045|1057|1066|1088|1121|1152|1199|1211|1236|1238|1243|1266|1295|1312|1325|1380|1401|1446|1554|1597|1647|1708|1722|1737|1738|1750|1754|1818|1873|1917|1959|2000|2009,ACE|ADRB2|CYP11B2|MTHFR|PRCP|AGT|MTR,MESH:D054058|MESH:D058186|MESH:D000419|MESH:D000799|MESH:D050197|MESH:D001281|MESH:D002277|MESH:D002311|MESH:D056486|MESH:D003371|MESH:D003928|MESH:D004719|MESH:D005355|MESH:D005921|MESH:D005923|MESH:D018149|MESH:D006333|MESH:D006505|MESH:D006943|MESH:D006946|MESH:D006973|MESH:D006977|MESH:D006978|MESH:D006984|MESH:D017379|MESH:D007333|MESH:D007410|MESH:D007674|MESH:D007676|MESH:D024821|MESH:D017202|MESH:D015428|MESH:D058426|MESH:D009374|MESH:D009389|MESH:D009400|MESH:D009404|MESH:D011507|MESH:D051437|MESH:D012206|MESH:D013262|MESH:D014511|MESH:D057772|MESH:D018487|MESH:D020257|MESH:D015431
229,477,229,DB00647,Dextropropoxyphene,P35372|P41143|P41145|P23141,P08684|P10635,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,1|80|114|133|231|283|294|389|650|652|693|695|702|712|738|756|807|881|888|898|1057|1066|1088|1163|1199|1380|1386|1417|1521|1671|1750|1754|1856|1860|1873|1917|1937|2006|2008|2017,OPRK1|OPRM1|CYP3A5|OPRD1|OPRM1,MESH:D058186|MESH:D000743|MESH:D000855|MESH:D001145|MESH:D001281|MESH:D001919|MESH:D002037|MESH:D003128|MESH:D003638|MESH:D062787|MESH:D064420|MESH:D005355|MESH:D006331|MESH:D006461|MESH:D009135|MESH:D009325|MESH:D009395|MESH:D009422|MESH:D009846|MESH:D009896|MESH:D010146|MESH:D010149|MESH:D010198|MESH:D010211|MESH:D011141|MESH:D051437|MESH:D012148|MESH:D055009|MESH:D019966|MESH:D013375|MESH:D005879
230,479,230,DB01011,Metyrapone,P15538|P00183,P19099|P11509|P08684|P15538|P05181,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,114|208|280|378|382|392|409|437|650|807|845|1043|1057|1088|1380|1385|1417|1535|1586|1603|1646|1750|1756|1866|1873|1917|1962|1985|2017,CYP3A4|NR1I2|CYP11B1,MESH:D000307|MESH:C537422|MESH:D001161|MESH:D006332|MESH:D056486|MESH:D019970|MESH:D003480|MESH:D004213|MESH:D006973|MESH:D007022|MESH:D007674|MESH:D007859|MESH:D008569|MESH:D012640|MESH:D013375|MESH:D014717|MESH:D014839
231,481,231,DB00847,Cysteamine,P61278|P49146,P05164,NCCS,80|229|652|859|981|1171|1459|1840,EHMT2|SST|CFTR,MESH:D000163|MESH:D056486|MESH:D003554|MESH:D064420|MESH:D004381|MESH:D009207|MESH:D009336|MESH:D009361|MESH:D009362|MESH:D010146|MESH:D010190|MESH:D013262|MESH:D013272|MESH:D014570
232,482,232,DB00318,Codeine,P35372|P41145|P41143,P10635|P08684|P16662|P06133,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,67|77|94|211|231|249|296|311|413|486|497|554|569|580|656|695|705|750|807|841|873|926|935|940|1019|1039|1057|1060|1083|1091|1145|1162|1171|1236|1257|1294|1380|1432|1480|1536|1557|1622|1671|1689|1750|1873|1970|1980|2022,OPRD1|CYP2D6|OPRM1|ABCB1|CYP3A4|OPRK1|AR|UGT2B7,MESH:D015746|MESH:D000740|MESH:D001049|MESH:D001660|MESH:D001919|MESH:D002295|MESH:D002375|MESH:D003085|MESH:D003128|MESH:D003248|MESH:D003371|MESH:D003490|MESH:D003693|MESH:D003866|MESH:D003967|MESH:D004244|MESH:D004310|MESH:D003875|MESH:D004415|MESH:D004421|MESH:D053159|MESH:D005076|MESH:D005334|MESH:D005494|MESH:D005767|MESH:D006261|MESH:D006330|MESH:D006930|MESH:D006967|MESH:D006973|MESH:D007008|MESH:D018476|MESH:D007022|MESH:D007024|MESH:D000860|MESH:D011695|MESH:D007232|MESH:D007674|MESH:D007680|MESH:D007681|MESH:D009120|MESH:D009207|MESH:D009325|MESH:D009357|MESH:D009461|MESH:D009771|MESH:D010146|MESH:D010149|MESH:D010195|MESH:D011297|MESH:D011537|MESH:D011776|MESH:D012185|MESH:D012216|MESH:D012640|MESH:D012871|MESH:D012891|MESH:D013035|MESH:D046628|MESH:D020521|MESH:D019966|MESH:D013375|MESH:D013610|MESH:D014517|MESH:D014806|MESH:D014839
233,484,233,DB00695,Furosemide,Q13621|P00918|Q9HC97,P52209|P22309,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,80|255|283|288|350|366|389|392|456|474|514|561|568|650|656|691|787|807|833|875|954|1047|1088|1134|1152|1167|1171|1200|1224|1233|1380|1416|1466|1476|1518|1592|1607|1683|1750|1873|1917|1926|1934|1991,GNB3|ADD1|ACE|TAC1|ABCC4|SLC12A3|APOA1|NPPA-AS1|SLC12A1|TBXA2R|GRP,MESH:D015746|MESH:D000138|MESH:D058186|MESH:D000471|MESH:D000743|MESH:D001025|MESH:D001145|MESH:D001201|MESH:D001281|MESH:D054537|MESH:D053099|MESH:D001477|MESH:D018488|MESH:D001847|MESH:D001851|MESH:D001927|MESH:D001996|MESH:D001997|MESH:D002114|MESH:D002303|MESH:D002311|MESH:D002318|MESH:D002543|MESH:D002544|MESH:D056486|MESH:D015834|MESH:D003128|MESH:D003221|MESH:D003324|MESH:D003556|MESH:D003638|MESH:D003680|MESH:D003681|MESH:D003693|MESH:D003928|MESH:D004108|MESH:D003875|MESH:D004342|MESH:D064420|MESH:D004374|MESH:D004401|MESH:D004417|MESH:D004427|MESH:D004487|MESH:D005221|MESH:D042882|MESH:D005921|MESH:D006099|MESH:D006229|MESH:D006261|MESH:D006311|MESH:D034381|MESH:D006312|MESH:D006319|MESH:D006323|MESH:D006333|MESH:D006417|MESH:D006470|MESH:D006505|MESH:D006849|MESH:D006929|MESH:D006934|MESH:D053565|MESH:D006947|MESH:D006962|MESH:D006973|MESH:D046110|MESH:D006977|MESH:D007008|MESH:C537153|MESH:D007010|MESH:D007019|MESH:D007022|MESH:D007024|MESH:D020896|MESH:D007177|MESH:D007235|MESH:D007669|MESH:D007674|MESH:D052177|MESH:D007676|MESH:D053609|MESH:D008103|MESH:D008107|MESH:D008325|MESH:D008944|MESH:D009072|MESH:D017590|MESH:D009325|MESH:D009336|MESH:D009395|MESH:D009397|MESH:D053040|MESH:D009401|MESH:D009402|MESH:D009404|MESH:D009461|MESH:D053206|MESH:D010146|MESH:D010243|MESH:D010292|MESH:D011141|MESH:D017119|MESH:D011507|MESH:D011654|MESH:D011693|MESH:D011782|MESH:D051437|MESH:D051436|MESH:D015427|MESH:D012128|MESH:D012135|MESH:D012206|MESH:D013262|MESH:D013274|MESH:D020521|MESH:D013575|MESH:D013610|MESH:D013617|MESH:D013746|MESH:D013921|MESH:D014012|MESH:D016171|MESH:D014511|MESH:D014549|MESH:D053584|MESH:D052878|MESH:D014581|MESH:D014657|MESH:D018366|MESH:D014717|MESH:D014839|MESH:D015431
234,486,234,DB04920,Clevidipine,O60840|Q13698|Q01668|Q13936,P11712|P10635|P05181|P33261|P08684|P06276,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,80|145|147|294|366|371|450|561|650|677|695|741|794|807|841|906|974|1005|1011|1019|1027|1039|1047|1057|1060|1088|1106|1114|1152|1167|1171|1269|1321|1357|1380|1386|1396|1464|1508|1564|1651|1659|1683|1722|1750|1873|1917|1956,CACNA1F|CACNG1|CACNA1D|CACNA1C|CACNA1S|CACNA1B,MESH:D006973
235,488,235,DB01002,Levobupivacaine,Q9Y5Y9,P08684|P05177,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,80|94|294|354|381|531|581|591|650|689|794|807|890|926|935|1019|1028|1039|1057|1076|1088|1145|1152|1325|1380|1391|1480|1485|1692|1714|1722|1750|1816|1873|1882|1911|1917|1960|1998|1999|2022,SCN10A|CYP2D6|CYP1A2,MESH:D001145|MESH:D001919|MESH:D002318|MESH:D002493|MESH:D004830|MESH:D006323|MESH:D006606|MESH:D006732|MESH:D007022|MESH:D048949|MESH:D009422|MESH:D010149|MESH:D020250|MESH:D011537|MESH:D012131|MESH:D012640|MESH:D014693
236,491,236,DB00328,Indomethacin,P23219|P35354|P14555|Q8N8N7|P37231|Q04760|Q9Y5Y4|Q07869|P42330,P33261|P11712|P23141|O60656|P22309|P16662,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,45|60|80|145|216|239|322|325|359|389|561|650|695|716|718|781|807|816|841|858|875|914|935|1057|1070|1140|1282|1357|1380|1385|1504|1511|1536|1633|1683|1697|1722|1737|1750|1766|1873|1917|1972|2021|2034,CYP3A4|ACE|PTGES|AFP|CYP1A2|PTGS2|PTGS1|FCGR3A|CYP2D6|CYP2C19|ENO2|CYP2C9|ITGB2|NFE2L2|AGTR1|MYC|FCGR3B|KCNQ1|AKR1C3|CD86|BDNF|KCNE1|ADM|DDIT3|STAT6|TYMS|GGT1|TRPV1|FGF2|ABCC1|TH|FST|BIRC5|SLC2A4|SAG,MESH:D015746|MESH:D058186|MESH:D000230|MESH:D000236|MESH:D000380|MESH:D016301|MESH:D000544|MESH:D000707|MESH:D000740|MESH:D000741|MESH:D000743|MESH:D018798|MESH:D000783|MESH:D000787|MESH:D000799|MESH:D000855|MESH:D001002|MESH:D001008|MESH:D001014|MESH:D017544|MESH:D018771|MESH:D001168|MESH:D015210|MESH:D001170|MESH:D001171|MESH:D001172|MESH:D001201|MESH:D001265|MESH:D053099|MESH:D001477|MESH:D001714|MESH:D001768|MESH:D001919|MESH:D001927|MESH:D001929|MESH:D001930|MESH:D002545|MESH:D001932|MESH:D001943|MESH:D001997|MESH:D002056|MESH:D002057|MESH:D002100|MESH:D006528|MESH:D018827|MESH:D018276|MESH:D002292|MESH:D002294|MESH:D006332|MESH:D018376|MESH:D002318|MESH:D002375|MESH:D002429|MESH:D002493|MESH:D002543|MESH:D056486|MESH:D002764|MESH:D002779|MESH:D002780|MESH:D002805|MESH:D019457|MESH:D003027|MESH:D003072|MESH:D003092|MESH:D003110|MESH:D015179|MESH:D003128|MESH:D003221|MESH:D003229|MESH:D003244|MESH:D003251|MESH:D054059|MESH:D003329|MESH:D018352|MESH:D003556|MESH:D018856|MESH:D003693|MESH:D003872|MESH:D017453|MESH:D018500|MESH:D003967|MESH:D004195|MESH:D004211|MESH:D004213|MESH:D004244|MESH:D003875|MESH:D004342|MESH:D004374|MESH:D004381|MESH:D004409|MESH:D004412|MESH:D004415|MESH:D020920|MESH:D004487|MESH:D004715|MESH:D019446|MESH:D004751|MESH:D020345|MESH:D004802|MESH:D004938|MESH:D005076|MESH:D005119|MESH:D005198|MESH:D005234|MESH:D005315|MESH:D005317|MESH:D005334|MESH:D005354|MESH:D005355|MESH:D005499|MESH:D005756|MESH:D005767|MESH:D006471|MESH:D005909|MESH:D005910|MESH:D005921|MESH:D005923|MESH:D006042|MESH:D006073|MESH:D006099|MESH:D006212|MESH:D006261|MESH:D020773|MESH:D006258|MESH:D006319|MESH:D006356|MESH:D006330|MESH:D006331|MESH:D006333|MESH:D006396|MESH:D006417|MESH:D006470|MESH:D006501|MESH:D019693|MESH:D006509|MESH:D019698|MESH:D015160|MESH:D006930|MESH:D034321|MESH:D006934|MESH:D006940|MESH:D006941|MESH:D006943|MESH:D006947|MESH:D006949|MESH:D006955|MESH:D006965|MESH:D006973|MESH:D006976|MESH:D006977|MESH:D017379|MESH:D017380|MESH:D034141|MESH:D006994|MESH:D007008|MESH:D007010|MESH:D007022|MESH:D007024|MESH:D000860|MESH:D007077|MESH:D007079|MESH:D007177|MESH:D007232|MESH:D007235|MESH:D007249|MESH:D015212|MESH:D007410|MESH:D007414|MESH:D007416|MESH:D007417|MESH:D020300|MESH:D019586|MESH:D007511|MESH:D007565|MESH:D007579|MESH:D007634|MESH:D007674|MESH:D052177|MESH:D007676|MESH:D007680|MESH:D007681|MESH:D007683|MESH:D016773|MESH:D015464|MESH:D015470|MESH:D007964|MESH:D007969|MESH:D007970|MESH:D007984|MESH:D008101|MESH:D008106|MESH:D008107|MESH:D008113|MESH:D008171|MESH:D008175|MESH:D008180|MESH:D015674|MESH:D008415|MESH:D008581|MESH:D001523|MESH:D048629|MESH:D008881|MESH:D028361|MESH:D009062|MESH:D009325|MESH:D009336|MESH:D009362|MESH:D009374|MESH:D009395|MESH:D009401|MESH:D009404|MESH:D019636|MESH:D059226|MESH:D007752|MESH:D016104|MESH:D009846|MESH:D009999|MESH:D010003|MESH:D015207|MESH:D016471|MESH:D010146|MESH:D010149|MESH:D010195|MESH:D010257|MESH:D020734|MESH:D051302|MESH:D010437|MESH:D010490|MESH:D010493|MESH:D010518|MESH:D010523|MESH:D010547|MESH:D010996|MESH:D011014|MESH:D006831|MESH:D011141|MESH:D047928|MESH:D011507|MESH:D011546|MESH:D011559|MESH:D011605|MESH:D011654|MESH:D011660|MESH:D011693|MESH:D011704|MESH:D011928|MESH:D012021|MESH:D056844|MESH:D051437|MESH:D051436|MESH:D015427|MESH:D012216|MESH:D012585|MESH:D012640|MESH:D018805|MESH:D012735|MESH:D012871|MESH:D012893|MESH:D013119|MESH:D013167|MESH:D013226|MESH:D013262|MESH:D013272|MESH:D013274|MESH:D013276|MESH:D013610|MESH:D052256|MESH:D013921|MESH:D013964|MESH:D014202|MESH:D014262|MESH:D014456|MESH:D014511|MESH:D014514|MESH:D001745|MESH:D001749|MESH:D014571|MESH:D014581|MESH:D018366|MESH:D020301|MESH:D018497|MESH:D014717|MESH:D014839|MESH:D015431
237,492,237,DB00814,Meloxicam,P35354|P23219,P11712|P08684|P52209|P10632,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,162|175|207|352|378|381|385|469|470|486|511|588|624|650|675|721|807|935|984|987|990|1057|1088|1102|1145|1151|1152|1199|1380|1389|1428|1434|1452|1523|1535|1602|1722|1750|1782|1816|1864|1873|1917|1948|2028|2032,CYP2C9|AR|PTGS2|CYP3A5,MESH:D001168|MESH:D001172|MESH:D001259|MESH:D006528|MESH:D056486|MESH:D015179|MESH:D003221|MESH:D003967|MESH:D003875|MESH:D004342|MESH:D064420|MESH:D004487|MESH:D005076|MESH:D005767|MESH:D007249|MESH:D007674|MESH:D053609|MESH:D018908|MESH:D009325|MESH:D009369|MESH:D010003|MESH:D010146|MESH:D010149|MESH:D047928|MESH:D011507|MESH:D012021|MESH:D015427|MESH:D012130|MESH:D012798|MESH:D013262|MESH:D013276|MESH:D013923|MESH:D014202|MESH:D014581|MESH:D014839
238,493,238,DB00443,Betamethasone,P04150,P08684|P11511|P20815|P24462|P11509|Q16678|P20813|P10632|P11712|P33261,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,61|80|84|182|222|251|314|460|504|519|540|547|650|679|748|760|787|807|926|967|1019|1020|1042|1057|1060|1154|1165|1194|1257|1274|1292|1309|1325|1380|1428|1436|1448|1556|1609|1612|1624|1664|1738|1774|1791|1828|1873|1909|1917|1928|1975|1997|2021|2026,PRL|ANXA1|NR3C1|NFE2L2|ACHE|AR|PTGER4|HMOX2|IGF2,MESH:D000138|MESH:D000152|MESH:D000707|MESH:D001145|MESH:D001169|MESH:D001172|MESH:D053627|MESH:D001724|MESH:D001766|MESH:D001997|MESH:D002312|MESH:D003329|MESH:D003872|MESH:D017449|MESH:D003876|MESH:D003875|MESH:D004342|MESH:D004401|MESH:D055154|MESH:D004487|MESH:D004802|MESH:D004890|MESH:D005142|MESH:D005317|MESH:D005621|MESH:D006333|MESH:D006391|MESH:D006606|MESH:D006940|MESH:D006943|MESH:D006973|MESH:D007008|MESH:D020514|MESH:D017674|MESH:D007333|MESH:D007969|MESH:D017116|MESH:D018908|MESH:D009135|MESH:D009203|MESH:D009207|MESH:D009336|MESH:D007752|MESH:D009798|MESH:D000857|MESH:D010146|MESH:D010264|MESH:D010523|MESH:D011225|MESH:D011248|MESH:D011297|MESH:D011537|MESH:D011559|MESH:D011565|MESH:D011654|MESH:D011655|MESH:D011782|MESH:D051437|MESH:D012120|MESH:D012127|MESH:D012141|MESH:D013036|MESH:D013118|MESH:D024801|MESH:D013684|MESH:D013991|MESH:D014694|MESH:D015431
239,494,239,DB00248,Cabergoline,P14416|P41595|P35462|P28223|P18089|P28221|P21917|P08913|P08908|P18825|P21918|P21728|P28222|P28335|P34969|P35348|P35368|P25100|P08588|P07550|P21728|P21918,P08684,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,80|119|125|193|197|231|294|371|400|442|455|533|580|650|652|693|694|739|806|807|817|881|926|935|940|946|961|974|1019|1027|1029|1039|1057|1088|1102|1114|1137|1152|1163|1236|1292|1293|1348|1366|1377|1380|1503|1624|1645|1648|1689|1726|1750|1757|1783|1785|1797|1820|1873|1879|1911|1917|1937|1951|1984|1995|1996|2006|2022,DRD2,MESH:D001022|MESH:D001168|MESH:D019970|MESH:D006970|MESH:D004409|MESH:D004893|MESH:D005715|MESH:D006261|MESH:D006333|MESH:D006349|MESH:D006966|MESH:D007006|MESH:D008064|MESH:D016464|MESH:D008944|MESH:D015434|MESH:D010300|MESH:D010302|MESH:D020734|MESH:D051302|MESH:D010493|MESH:D047748|MESH:D010911|MESH:D010998|MESH:D015175|MESH:D011618|MESH:D011658|MESH:D012148|MESH:D012185|MESH:D013375|MESH:D014262
240,499,240,DB01028,Methoxyflurane,P14867|P42261|P23415|P98194|Q09470|P03886|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88,P05181|P05177|P11509|P20813|P11712|P10635|P08684,COC(F)(F)C(Cl)Cl,1|22|114|695|841|914|1057|1153|1252|1303|1453|1509|1542|1683|1928,GABRA3|GABRA1|GABRA4|GLRB|GABRG1|GABRB2|CYP3A4|GABRB1|GABRA5|GABRQ|GABRA2|GABRG3|GABRD|GABRP|ATP5F1D|GABRE|GABRG2|GABRB3|RYR1|GLRA1|CACNA1S|GABRA6,MESH:D000141|MESH:D058186|MESH:D001002|MESH:D053099|MESH:D001927|MESH:D002056|MESH:D056486|MESH:D003556|MESH:D018500|MESH:D064420|MESH:D004802|MESH:D005234|MESH:D005334|MESH:D005355|MESH:D006333|MESH:D006417|MESH:D006501|MESH:D006505|MESH:D006955|MESH:D006959|MESH:D007565|MESH:D007669|MESH:D007674|MESH:D007676|MESH:D007683|MESH:D048949|MESH:D008305|MESH:D009157|MESH:D009336|MESH:D009397|MESH:D009784|MESH:D009846|MESH:D011141|MESH:D011183|MESH:D051437|MESH:D012131|MESH:D012164|MESH:D019966|MESH:D013610|MESH:D017180|MESH:D013924|MESH:D014555|MESH:D014839|MESH:D015431
