,d1,type,d2
3926,293,2,352
3927,293,3,230
3928,293,1,142
3929,293,2,326
3930,293,3,203
3931,293,7,314
3932,293,2,104
3933,293,3,208
3934,293,1,20
3935,293,3,8
3936,293,5,9
3937,293,6,108
3938,293,1,244
3939,293,7,18
3940,293,5,242
3941,293,2,371
3942,293,2,94
3943,293,3,291
3944,156,2,316
3945,204,2,316
3946,316,2,307
3947,316,2,137
3948,316,2,89
3949,316,2,352
3950,315,6,223
3951,315,4,267
3952,315,1,72
3953,315,4,268
3954,315,3,324
3955,315,1,38
3956,315,7,346
3957,315,1,64
3958,315,6,162
3959,315,1,157
3960,315,1,239
3961,315,0,74
3962,315,7,385
3963,315,9,284
3964,315,1,363
3965,315,2,181
3966,315,1,306
3967,315,4,360
3968,315,4,156
3969,315,7,323
3970,315,1,27
3971,315,4,241
3972,315,25,117
3973,315,25,330
3974,315,4,308
3975,315,0,125
3976,315,4,96
3977,315,1,331
3978,315,1,97
3979,315,0,216
3980,315,4,131
3981,315,1,210
3982,315,1,232
3983,315,2,25
3984,315,4,218
3985,315,1,226
3986,315,1,387
3987,315,0,312
3988,315,1,376
3989,315,7,231
3990,315,3,30
3991,315,49,206
3992,315,4,325
3993,315,1,196
3994,315,1,178
3995,315,46,166
3996,315,1,227
3997,315,1,229
3998,315,1,322
3999,315,0,355
4000,315,0,221
4001,315,4,347
4002,315,25,332
4003,315,25,39
4004,315,4,3
4005,315,25,179
4006,315,4,207
4007,315,6,163
4008,315,25,245
4009,315,1,174
4010,315,1,161
4011,315,1,173
4012,315,3,317
4013,315,4,338
4014,315,1,81
4015,315,1,24
4016,315,6,29
4017,315,1,280
4018,315,1,369
4019,315,1,354
4020,315,4,45
4021,315,4,250
4022,315,4,76
4023,315,1,21
4024,60,4,315
4025,364,1,315
4026,247,1,315
4027,143,25,315
4028,307,1,315
4029,101,1,315
4030,189,2,315
4031,282,9,315
4032,140,1,315
4033,51,1,315
4034,82,4,315
4035,266,3,315
4036,36,7,315
4037,190,7,315
4038,99,7,315
4039,370,7,315
4040,165,4,315
4041,357,1,315
4042,6,4,315
4043,122,1,315
4044,252,6,315
4045,186,1,315
4046,301,6,315
4047,107,4,315
4048,337,4,315
4049,53,4,315
4050,304,4,315
4051,160,3,315
4052,167,2,315
4053,180,1,315
4054,19,3,315
4055,249,1,315
4056,298,4,315
4057,132,4,315
4058,235,1,315
4059,13,1,315
4060,383,7,315
4061,42,4,315
4062,28,0,315
4063,154,7,315
4064,289,0,315
4065,356,1,315
4066,68,1,315
4067,254,1,315
4068,263,0,315
4069,120,4,315
4070,113,1,315
4071,260,4,315
4072,270,1,315
4073,311,27,315
4074,137,1,315
4075,358,4,315
4076,89,6,315
4077,240,1,315
4078,243,1,315
4079,17,1,315
4080,352,2,315
4081,320,4,315
4082,257,0,315
4083,142,1,315
4084,326,0,315
4085,203,4,315
4086,314,7,315
4087,104,4,315
4088,208,3,315
4089,20,1,315
4090,9,1,315
4091,108,6,315
4092,244,1,315
4093,18,7,315
4094,371,0,315
4095,94,2,315
4096,291,4,315
4097,54,1,46
4098,275,0,46
4099,35,2,46
4100,268,0,46
4101,324,3,46
4102,346,1,46
4103,296,0,46
4104,239,1,46
4105,284,9,46
4106,26,0,46
4107,181,2,46
4108,170,2,46
4109,360,0,46
4110,156,0,46
4111,43,0,46
4112,294,0,46
4113,262,0,46
4114,330,0,46
4115,308,2,46
4116,125,0,46
4117,96,0,46
4118,216,0,46
4119,131,0,46
4120,210,0,46
4121,217,2,46
4122,25,2,46
4123,218,0,46
4124,312,0,46
4125,46,3,30
4126,46,0,152
4127,46,2,206
4128,46,0,325
4129,46,4,196
4130,46,30,166
4131,46,1,355
4132,46,0,221
4133,46,0,347
4134,46,2,55
4135,46,0,245
4136,46,3,317
4137,46,0,338
4138,46,2,153
4139,46,0,143
4140,46,2,246
4141,46,0,189
4142,46,9,282
4143,46,0,6
4144,46,2,33
4145,46,0,107
4146,46,0,349
4147,46,0,304
4148,46,2,160
4149,46,2,167
4150,46,4,19
4151,46,1,93
4152,46,0,254
4153,46,2,263
4154,46,0,358
4155,46,0,89
4156,46,0,352
4157,46,0,326
4158,46,2,203
4159,46,0,104
4160,46,3,208
4161,46,2,371
4162,46,2,94
4163,46,0,291
4164,54,1,223
4165,54,2,267
4166,54,1,228
4167,54,1,238
4168,54,3,361
4169,54,44,83
4170,54,1,35
4171,54,1,268
4172,54,9,324
4173,54,1,346
4174,54,1,162
4175,54,1,239
4176,54,1,74
4177,54,1,310
4178,54,9,284
4179,54,0,26
4180,54,1,181
4181,54,1,170
4182,54,1,34
4183,54,10,323
4184,54,1,27
4185,54,1,204
4186,54,1,294
4187,54,1,241
4188,54,1,117
4189,54,2,308
4190,54,1,125
4191,54,1,305
4192,54,1,58
4193,54,1,216
4194,54,1,131
4195,54,1,210
4196,54,1,217
4197,54,1,25
4198,54,1,218
4199,54,1,334
4200,54,2,312
4201,30,3,54
4202,151,1,54
4203,206,1,54
4204,299,1,54
4205,325,1,54
4206,342,1,54
4207,229,1,54
4208,322,1,54
4209,63,1,54
4210,271,2,54
4211,355,1,54
4212,221,2,54
4213,319,1,54
4214,245,1,54
4215,90,1,54
4216,155,1,54
4217,103,2,54
4218,317,3,54
4219,313,1,54
4220,338,2,54
4221,29,1,54
4222,114,1,54
4223,374,1,54
4224,153,2,54
4225,37,1,54
4226,219,1,54
4227,353,50,54
4228,21,1,54
4229,54,1,143
4230,54,1,246
4231,54,1,189
4232,54,3,282
4233,54,1,300
4234,54,10,36
4235,54,10,190
4236,54,10,99
4237,54,1,370
4238,54,1,6
4239,54,1,84
4240,54,1,127
4241,54,1,302
4242,54,2,33
4243,54,1,100
4244,54,1,248
4245,54,1,367
4246,54,1,349
4247,54,1,304
4248,54,1,160
4249,54,1,167
4250,54,38,31
4251,54,38,191
4252,54,2,19
4253,54,1,121
4254,54,1,298
4255,54,1,359
4256,54,1,42
4257,54,1,28
4258,54,1,154
4259,54,1,93
4260,54,1,168
4261,54,1,356
4262,54,1,258
4263,54,1,263
4264,54,1,260
4265,54,1,311
4266,54,1,358
4267,54,1,265
4268,54,1,59
4269,54,2,352
4270,54,1,320
4271,54,1,230
4272,54,1,22
4273,54,2,142
4274,54,1,203
4275,54,3,208
4276,54,1,213
4277,54,1,8
4278,54,1,371
4279,54,1,94
4280,54,38,32
4281,54,1,291
4282,40,2,156
4283,40,2,114
4284,40,2,307
4285,40,2,137
4286,40,2,89
4287,40,3,57
4288,41,0,267
4289,41,0,268
4290,41,3,324
4291,41,1,148
4292,41,0,74
4293,41,3,284
4294,41,2,181
4295,41,0,34
4296,41,0,43
4297,41,0,294
4298,41,0,330
4299,41,2,308
4300,41,0,125
4301,41,0,216
4302,41,2,25
4303,41,0,218
4304,41,19,334
4305,41,0,312
4306,41,3,30
4307,41,2,206
4308,41,12,49
4309,41,12,271
4310,41,0,355
4311,41,0,221
4312,41,1,319
4313,41,0,245
4314,41,2,103
4315,41,3,317
4316,41,0,338
4317,41,0,105
4318,41,0,143
4319,41,0,189
4320,41,3,282
4321,41,0,300
4322,41,0,349
4323,41,0,304
4324,41,2,160
4325,41,2,167
4326,41,2,19
4327,41,0,28
4328,41,0,289
4329,41,0,263
4330,41,0,257
4331,41,0,326
4332,41,2,203
4333,41,3,208
4334,41,0,20
4335,41,0,8
4336,41,2,371
4337,41,2,94
4338,41,0,291
4339,77,1,148
4340,77,1,131
4341,77,19,334
4342,77,12,49
4343,77,12,271
4344,77,1,319
4345,77,1,321
4346,215,30,166
4347,149,0,380
4348,149,1,148
4349,149,47,334
4350,149,12,49
4351,149,12,271
4352,149,1,319
4353,149,1,321
4354,223,0,267
4355,223,22,380
4356,223,1,228
4357,223,7,381
4358,223,6,72
4359,223,1,238
4360,223,0,275
4361,223,8,69
4362,223,13,71
4363,223,0,268
4364,223,3,324
4365,223,6,38
4366,223,1,119
4367,223,1,346
4368,223,1,91
4369,223,7,116
4370,223,6,64
4371,223,6,162
4372,223,0,296
4373,223,6,157
4374,223,1,239
4375,223,0,74
4376,223,0,79
4377,223,6,284
4378,223,6,363
4379,223,8,192
4380,223,8,50
4381,223,1,26
4382,223,8,10
4383,223,2,181
4384,223,2,170
4385,223,0,34
4386,223,6,306
4387,223,0,360
4388,223,6,156
4389,223,6,27
4390,223,0,43
4391,223,2,204
4392,223,0,294
4393,223,0,262
4394,223,0,330
4395,223,0,308
4396,223,6,125
4397,223,6,96
4398,223,6,331
4399,223,6,97
4400,223,13,343
4401,223,0,216
4402,223,6,131
4403,223,6,210
4404,223,6,232
4405,223,2,217
4406,223,2,25
4407,223,0,218
4408,223,6,226
4409,223,6,387
4410,223,22,312
4411,223,6,376
4412,223,3,30
4413,223,0,152
4414,223,13,206
4415,223,16,299
4416,223,6,325
4417,223,1,342
4418,223,6,178
4419,223,30,166
4420,223,6,229
4421,223,6,322
4422,223,1,1
4423,223,1,283
4424,223,2,271
4425,223,1,355
4426,223,0,221
4427,223,6,347
4428,223,6,207
4429,223,6,163
4430,223,0,245
4431,223,6,161
4432,223,23,222
4433,223,6,173
4434,223,3,317
4435,223,39,52
4436,223,16,109
4437,223,8,70
4438,223,0,338
4439,223,0,105
4440,223,6,81
4441,223,1,285
4442,223,6,24
4443,223,6,29
4444,223,6,280
4445,223,6,369
4446,223,1,351
4447,223,6,354
4448,223,1,374
4449,223,2,153
4450,223,6,45
4451,223,6,76
4452,223,0,219
4453,223,6,21
4454,115,0,223
4455,364,6,223
4456,274,1,223
4457,247,6,223
4458,388,1,223
4459,214,0,223
4460,143,0,223
4461,307,6,223
4462,101,6,223
4463,379,1,223
4464,246,2,223
4465,189,6,223
4466,282,6,223
4467,233,7,223
4468,51,6,223
4469,300,0,223
4470,357,6,223
4471,6,6,223
4472,122,6,223
4473,127,8,223
4474,252,6,223
4475,302,1,223
4476,186,6,223
4477,301,6,223
4478,33,2,223
4479,0,1,223
4480,169,16,223
4481,107,6,223
4482,337,7,223
4483,236,1,223
4484,248,0,223
4485,53,6,223
4486,349,0,223
4487,304,0,223
4488,160,0,223
4489,167,2,223
4490,180,6,223
4491,19,0,223
4492,86,1,223
4493,5,8,223
4494,249,6,223
4495,298,0,223
4496,321,0,223
4497,235,6,223
4498,13,6,223
4499,383,6,223
4500,42,23,223
4501,28,6,223
4502,93,1,223
4503,289,0,223
4504,356,6,223
4505,68,6,223
4506,254,0,223
4507,16,1,223
4508,258,0,223
4509,263,2,223
4510,135,7,223
4511,345,1,223
4512,120,6,223
4513,113,6,223
4514,270,6,223
4515,237,1,223
4516,137,6,223
4517,358,6,223
4518,303,2,223
4519,89,6,223
4520,240,6,223
4521,243,6,223
4522,59,1,223
4523,352,2,223
4524,257,0,223
4525,142,6,223
4526,326,0,223
4527,203,2,223
4528,104,0,223
4529,208,3,223
4530,20,0,223
4531,8,0,223
4532,4,1,223
4533,9,6,223
4534,108,6,223
4535,106,1,223
4536,295,1,223
4537,242,8,223
4538,371,0,223
4539,94,2,223
4540,291,0,223
4541,50,21,386
4542,294,2,386
4543,343,7,386
4544,216,14,386
4545,312,14,386
4546,182,21,386
4547,90,14,386
4548,212,14,386
4549,160,14,386
4550,19,14,386
4551,5,21,386
4552,22,14,386
4553,279,14,386
4554,275,0,267
4555,268,0,267
4556,324,3,267
4557,38,0,267
4558,346,1,267
4559,64,0,267
4560,296,0,267
4561,239,1,267
4562,74,0,267
4563,284,9,267
4564,50,0,267
4565,181,2,267
4566,170,2,267
4567,360,4,267
4568,156,4,267
4569,27,0,267
4570,204,0,267
4571,262,0,267
4572,61,0,267
4573,241,4,267
4574,117,4,267
4575,330,4,267
4576,308,0,267
4577,125,0,267
4578,56,0,267
4579,234,0,267
4580,96,0,267
4581,97,0,267
4582,343,0,267
4583,216,0,267
4584,131,4,267
4585,217,2,267
4586,25,2,267
4587,218,4,267
4588,387,0,267
4589,312,0,267
4590,267,3,30
4591,267,0,328
4592,267,0,333
4593,267,2,206
4594,267,0,299
4595,267,0,325
4596,267,4,196
4597,267,0,378
4598,267,0,322
4599,267,0,1
4600,267,2,49
4601,267,2,271
4602,267,1,355
4603,267,0,221
4604,267,0,347
4605,267,4,332
4606,267,4,39
4607,267,4,3
4608,267,4,179
4609,267,0,207
4610,267,2,55
4611,267,4,245
4612,267,0,103
4613,267,3,317
4614,267,4,338
4615,267,0,292
4616,267,0,285
4617,267,0,29
4618,267,0,114
4619,267,0,374
4620,267,2,153
4621,267,4,45
4622,267,4,250
4623,267,4,76
4624,267,4,60
4625,267,0,364
4626,267,0,247
4627,267,0,214
4628,267,4,143
4629,267,0,177
4630,267,2,246
4631,267,0,189
4632,267,9,282
4633,267,0,140
4634,267,4,82
4635,267,4,165
4636,267,0,309
4637,267,4,6
4638,267,0,12
4639,267,4,301
4640,267,2,33
4641,267,0,92
4642,267,0,107
4643,267,0,66
4644,267,4,337
4645,267,4,53
4646,267,0,304
4647,267,0,160
4648,267,2,167
4649,267,2,31
4650,267,0,19
4651,267,4,298
4652,267,0,321
4653,267,4,132
4654,267,0,235
4655,267,4,42
4656,267,0,28
4657,267,1,93
4658,267,0,80
4659,267,0,254
4660,267,2,263
4661,267,0,345
4662,267,0,194
4663,267,0,120
4664,267,4,260
4665,267,0,270
4666,267,4,358
4667,267,4,89
4668,267,0,240
4669,267,4,57
4670,267,4,320
4671,267,0,257
4672,267,0,78
4673,267,4,104
4674,267,3,208
4675,267,0,106
4676,267,0,295
4677,267,0,371
4678,267,2,94
4679,267,4,291
4680,380,1,228
4681,380,7,381
4682,380,1,238
4683,380,8,275
4684,380,8,69
4685,380,13,71
4686,380,1,341
4687,380,22,119
4688,380,10,346
4689,380,1,91
4690,380,7,116
4691,380,10,385
4692,380,8,192
4693,380,8,50
4694,380,1,26
4695,380,8,10
4696,380,22,360
4697,380,10,323
4698,380,1,204
4699,380,1,343
4700,380,22,312
4701,380,10,333
4702,380,16,299
4703,380,1,342
4704,380,1,1
4705,380,22,283
4706,380,3,49
4707,380,2,271
4708,380,13,221
4709,380,10,332
4710,380,1,75
4711,380,16,55
4712,380,23,222
4713,380,1,52
4714,380,16,109
4715,380,8,70
4716,380,1,285
4717,380,1,351
4718,380,1,374
4719,380,1,274
4720,380,1,388
4721,380,22,379
4722,380,7,233
4723,380,10,36
4724,380,10,190
4725,380,10,99
4726,380,10,370
4727,380,1,6
4728,380,8,127
4729,380,1,302
4730,380,22,0
4731,380,16,169
4732,380,7,337
4733,380,22,236
4734,380,1,248
4735,380,22,86
4736,380,8,5
4737,380,22,321
4738,380,23,42
4739,380,22,16
4740,380,1,258
4741,380,7,135
4742,380,1,345
4743,380,22,237
4744,380,0,62
4745,380,2,303
4746,380,1,59
4747,380,8,352
4748,380,10,203
4749,380,10,314
4750,380,1,4
4751,380,1,106
4752,380,22,295
4753,380,10,18
4754,380,8,242
4755,276,20,381
4756,276,26,275
4757,276,26,69
4758,276,20,116
4759,276,26,192
4760,276,26,10
4761,276,1,96
4762,276,1,387
4763,276,1,325
4764,276,1,207
4765,276,20,233
4766,276,1,107
4767,276,20,337
4768,276,26,352
4769,276,1,195
4770,276,1,20
4771,276,26,242
4772,201,0,268
4773,201,3,324
4774,201,9,284
4775,201,2,181
4776,201,0,308
4777,201,0,125
4778,201,0,216
4779,201,2,25
4780,201,0,218
4781,201,0,312
4782,201,3,30
4783,201,2,206
4784,201,0,355
4785,201,0,221
4786,201,0,245
4787,201,2,103
4788,201,3,317
4789,201,0,338
4790,201,0,189
4791,201,9,282
4792,201,0,304
4793,201,0,160
4794,201,2,167
4795,201,0,19
4796,201,0,263
4797,201,2,203
4798,201,3,208
4799,201,0,371
4800,201,2,94
4801,228,21,381
4802,228,5,200
4803,228,5,275
4804,228,5,69
4805,228,1,268
4806,228,5,324
4807,228,1,119
4808,228,2,346
4809,228,5,116
4810,228,1,64
4811,228,2,239
4812,228,9,284
4813,228,5,192
4814,228,5,50
4815,228,1,26
4816,228,5,10
4817,228,1,360
4818,228,1,156
4819,228,1,147
4820,228,7,308
4821,228,1,234
4822,228,1,112
4823,228,2,96
4824,228,5,97
4825,228,1,131
4826,228,1,25
4827,228,2,387
4828,228,1,334
4829,228,2,312
4830,228,1,333
4831,228,2,325
4832,228,1,178
4833,228,5,336
4834,228,1,1
4835,228,3,63
4836,228,7,283
4837,228,2,271
4838,228,2,355
4839,228,0,221
4840,228,5,75
4841,228,5,182
4842,228,2,207
4843,228,5,155
4844,228,35,70
4845,228,3,292
4846,228,3,88
4847,228,1,351
4848,228,1,374
4849,228,1,153
4850,228,5,219
4851,228,1,379
4852,228,5,233
4853,228,5,309
4854,228,5,357
4855,228,1,122
4856,228,5,127
4857,228,1,0
4858,228,2,107
4859,228,21,337
4860,228,1,236
4861,228,1,248
4862,228,1,53
4863,228,5,304
4864,228,1,86
4865,228,5,5
4866,228,1,321
4867,228,5,359
4868,228,1,235
4869,228,17,383
4870,228,1,154
4871,228,1,16
4872,228,1,258
4873,228,2,263
4874,228,1,345
4875,228,5,44
4876,228,1,237
4877,228,3,128
4878,228,5,87
4879,228,8,17
4880,228,5,352
4881,228,2,142
4882,228,5,195
4883,228,5,20
4884,228,1,9
4885,228,1,108
4886,228,1,106
4887,228,1,295
4888,228,5,242
4889,228,2,371
4890,228,5,291
4891,381,5,200
4892,381,20,238
4893,381,5,275
4894,381,2,126
4895,381,5,69
4896,381,1,268
4897,381,5,324
4898,381,7,119
4899,381,1,346
4900,381,20,91
4901,381,1,116
4902,381,1,64
4903,381,1,162
4904,381,51,273
4905,381,7,385
4906,381,1,284
4907,381,5,192
4908,381,5,50
4909,381,7,26
4910,381,20,10
4911,381,11,181
4912,381,7,360
4913,381,1,156
4914,381,7,323
4915,381,51,43
4916,381,1,147
4917,381,20,56
4918,381,1,234
4919,381,1,112
4920,381,1,96
4921,381,5,97
4922,381,1,131
4923,381,1,232
4924,381,1,25
4925,381,11,218
4926,381,2,259
4927,381,1,333
4928,381,2,152
4929,381,20,342
4930,381,1,178
4931,381,1,229
4932,381,1,336
4933,381,7,1
4934,381,7,283
4935,381,1,49
4936,381,1,271
4937,381,5,221
4938,381,20,329
4939,381,4,39
4940,381,11,48
4941,381,5,75
4942,381,5,182
4943,381,11,245
4944,381,20,67
4945,381,5,155
4946,381,20,313
4947,381,1,70
4948,381,20,285
4949,381,17,29
4950,381,1,369
4951,381,7,351
4952,381,7,374
4953,381,5,219
4954,381,1,21
4955,381,20,274
4956,381,20,388
4957,381,7,379
4958,381,1,233
4959,381,11,82
4960,381,7,36
4961,381,7,190
4962,381,7,99
4963,381,7,370
4964,381,5,309
4965,381,5,357
4966,381,1,122
4967,381,5,127
4968,381,1,252
4969,381,20,302
4970,381,1,186
4971,381,7,0
4972,381,1,107
4973,381,5,337
4974,381,7,236
4975,381,5,248
4976,381,1,53
4977,381,5,304
4978,381,7,86
4979,381,5,5
4980,381,7,321
4981,381,5,359
4982,381,1,235
4983,381,17,383
4984,381,7,154
4985,381,7,16
4986,381,5,258
4987,381,7,345
4988,381,5,44
4989,381,7,237
4990,381,1,358
4991,381,5,87
4992,381,8,17
4993,381,20,59
4994,381,5,352
4995,381,7,314
4996,381,5,195
4997,381,5,20
4998,381,1,9
4999,381,1,108
5000,381,7,106
5001,381,7,295
5002,381,7,18
5003,381,5,242
5004,381,5,291
5005,72,1,38
5006,72,1,64
5007,72,6,162
5008,72,1,157
5009,72,1,284
5010,72,1,363
5011,72,1,306
5012,72,1,156
5013,72,1,27
5014,72,1,330
5015,72,1,125
5016,72,1,96
5017,72,1,331
5018,72,1,97
5019,72,1,131
5020,72,1,210
5021,72,1,232
5022,72,2,217
5023,72,1,226
5024,72,1,387
5025,72,1,376
5026,325,1,72
5027,178,1,72
5028,229,1,72
5029,322,1,72
5030,347,1,72
5031,207,1,72
5032,55,2,72
5033,163,6,72
5034,161,1,72
5035,173,1,72
5036,81,1,72
5037,24,1,72
5038,29,6,72
5039,280,1,72
5040,369,1,72
5041,354,1,72
5042,153,2,72
5043,45,1,72
5044,76,1,72
5045,21,1,72
5046,364,1,72
5047,247,1,72
5048,143,1,72
5049,307,1,72
5050,101,1,72
5051,189,1,72
5052,282,1,72
5053,51,1,72
5054,357,1,72
5055,6,1,72
5056,122,1,72
5057,252,6,72
5058,186,1,72
5059,301,6,72
5060,107,1,72
5061,53,1,72
5062,180,1,72
5063,249,1,72
5064,235,1,72
5065,13,1,72
5066,383,1,72
5067,28,1,72
5068,356,1,72
5069,68,1,72
5070,120,1,72
5071,113,1,72
5072,270,1,72
5073,137,1,72
5074,358,1,72
5075,89,6,72
5076,240,1,72
5077,243,1,72
5078,142,1,72
5079,9,1,72
5080,108,6,72
5081,371,1,72
5082,275,0,200
5083,69,5,200
5084,268,1,200
5085,324,5,200
5086,346,1,200
5087,116,1,200
5088,64,1,200
5089,296,0,200
5090,385,1,200
5091,192,5,200
5092,50,5,200
5093,26,0,200
5094,10,5,200
5095,360,0,200
5096,156,1,200
5097,43,0,200
5098,147,1,200
5099,294,2,200
5100,262,0,200
5101,117,4,200
5102,330,0,200
5103,125,0,200
5104,234,1,200
5105,112,1,200
5106,96,0,200
5107,97,5,200
5108,343,7,200
5109,216,0,200
5110,131,1,200
5111,210,0,200
5112,217,2,200
5113,25,1,200
5114,312,14,200
5115,200,1,333
5116,200,0,152
5117,200,0,325
5118,200,4,196
5119,200,1,178
5120,200,5,336
5121,200,5,221
5122,200,0,347
5123,200,5,75
5124,200,5,182
5125,200,2,55
5126,200,0,245
5127,200,14,90
5128,200,5,155
5129,200,1,70
5130,200,2,153
5131,200,5,219
5132,200,0,143
5133,200,0,189
5134,200,1,233
5135,200,14,212
5136,200,5,309
5137,200,5,357
5138,200,0,6
5139,200,1,122
5140,200,5,127
5141,200,1,107
5142,200,5,337
5143,200,5,248
5144,200,1,53
5145,200,0,349
5146,200,5,304
5147,200,14,160
5148,200,0,19
5149,200,5,5
5150,200,5,359
5151,200,1,235
5152,200,17,383
5153,200,0,254
5154,200,5,258
5155,200,5,44
5156,200,0,358
5157,200,0,89
5158,200,5,87
5159,200,8,17
5160,200,0,352
5161,200,14,22
5162,200,0,326
5163,200,14,279
5164,200,5,195
5165,200,0,104
5166,200,5,20
5167,200,1,9
5168,200,1,108
5169,200,5,242
5170,200,0,291
5171,238,1,119
5172,238,1,346
5173,238,20,116
5174,238,1,239
5175,238,7,273
5176,238,7,385
5177,238,3,284
5178,238,1,26
5179,238,2,170
5180,238,1,360
5181,238,7,323
5182,238,2,308
5183,238,36,151
5184,238,1,171
5185,238,1,1
5186,238,2,63
5187,238,1,283
5188,238,1,355
5189,238,1,48
5190,238,1,222
5191,238,3,317
5192,238,2,292
5193,238,2,285
5194,238,1,351
5195,238,1,374
5196,238,1,379
5197,238,2,246
5198,238,3,282
5199,238,20,233
5200,238,1,82
5201,238,7,36
5202,238,7,190
5203,238,7,99
5204,238,7,370
5205,238,2,33
5206,238,1,0
5207,238,20,337
5208,238,1,236
5209,238,1,372
5210,238,3,349
5211,238,2,160
5212,238,2,19
5213,238,1,86
5214,238,1,321
5215,238,1,42
5216,238,7,154
5217,238,1,93
5218,238,1,16
5219,238,2,263
5220,238,1,345
5221,238,1,194
5222,238,1,260
5223,238,1,237
5224,238,1,47
5225,238,2,128
5226,238,36,172
5227,238,1,57
5228,238,7,203
5229,238,7,314
5230,238,1,195
5231,238,3,208
5232,238,1,106
5233,238,1,295
5234,238,7,18
5235,238,2,371
5236,238,1,144
5237,275,0,69
5238,275,0,268
5239,275,5,324
5240,275,8,119
5241,275,15,346
5242,275,1,116
5243,275,2,64
5244,275,0,162
5245,275,0,296
5246,275,0,157
5247,275,31,239
5248,275,0,74
5249,275,1,385
5250,275,0,192
5251,275,17,50
5252,275,0,26
5253,275,5,10
5254,275,11,181
5255,275,0,65
5256,275,0,360
5257,275,0,156
5258,275,10,323
5259,275,0,27
5260,275,0,43
5261,275,1,147
5262,275,0,204
5263,275,0,294
5264,275,0,262
5265,275,0,61
5266,275,0,330
5267,275,0,125
5268,275,26,56
5269,275,0,234
5270,275,1,112
5271,275,0,96
5272,275,15,97
5273,275,0,216
5274,275,0,131
5275,275,0,210
5276,275,7,232
5277,275,1,25
5278,275,11,218
5279,275,0,387
5280,275,0,334
5281,275,0,333
5282,275,0,152
5283,275,11,171
5284,275,0,325
5285,275,0,196
5286,275,0,378
5287,275,15,178
5288,275,0,166
5289,275,0,227
5290,275,5,336
5291,275,8,1
5292,275,8,283
5293,275,11,49
5294,275,11,271
5295,275,15,355
5296,275,0,221
5297,275,0,347
5298,275,11,332
5299,275,26,329
5300,275,0,3
5301,275,0,179
5302,275,11,48
5303,275,0,224
5304,275,5,75
5305,275,17,182
5306,275,0,207
5307,275,11,245
5308,275,15,67
5309,275,5,155
5310,275,0,174
5311,275,0,134
5312,275,0,52
5313,275,15,313
5314,275,1,70
5315,275,0,369
5316,275,8,351
5317,275,15,354
5318,275,0,374
5319,275,5,219
5320,275,11,21
5321,60,0,275
5322,364,0,275
5323,143,0,275
5324,307,0,275
5325,379,8,275
5326,246,0,275
5327,189,0,275
5328,233,1,275
5329,82,11,275
5330,266,0,275
5331,36,10,275
5332,190,10,275
5333,99,10,275
5334,370,10,275
5335,165,0,275
5336,309,15,275
5337,357,15,275
5338,6,0,275
5339,122,0,275
5340,127,5,275
5341,252,0,275
5342,186,0,275
5343,269,0,275
5344,33,0,275
5345,0,8,275
5346,169,0,275
5347,107,0,275
5348,337,5,275
5349,236,8,275
5350,248,5,275
5351,53,1,275
5352,372,11,275
5353,349,0,275
5354,304,5,275
5355,19,0,275
5356,86,8,275
5357,5,17,275
5358,321,8,275
5359,359,5,275
5360,235,1,275
5361,383,17,275
5362,28,2,275
5363,93,0,275
5364,289,0,275
5365,168,0,275
5366,2,0,275
5367,356,0,275
5368,254,0,275
5369,16,8,275
5370,258,5,275
5371,345,8,275
5372,44,5,275
5373,194,11,275
5374,120,0,275
5375,260,11,275
5376,237,8,275
5377,47,11,275
5378,311,0,275
5379,137,0,275
5380,358,0,275
5381,89,0,275
5382,240,0,275
5383,87,5,275
5384,17,8,275
5385,57,0,275
5386,352,2,275
5387,257,0,275
5388,78,0,275
5389,288,11,275
5390,326,0,275
5391,195,11,275
5392,104,0,275
5393,20,0,275
5394,9,0,275
5395,108,1,275
5396,106,8,275
5397,295,8,275
5398,18,0,275
5399,242,2,275
5400,371,0,275
5401,144,11,275
5402,94,0,275
5403,291,0,275
5404,268,0,361
5405,324,3,361
5406,148,1,361
5407,79,0,361
5408,284,9,361
5409,181,2,361
5410,43,0,361
5411,308,0,361
5412,125,0,361
5413,216,0,361
5414,131,1,361
5415,25,2,361
5416,218,0,361
5417,334,19,361
5418,312,0,361
5419,30,3,361
5420,206,2,361
5421,102,3,361
5422,63,3,361
5423,49,12,361
5424,271,12,361
5425,355,0,361
5426,221,0,361
5427,319,1,361
5428,245,0,361
5429,317,3,361
5430,338,0,361
5431,292,3,361
5432,88,3,361
5433,145,3,361
5434,115,0,361
5435,214,0,361
5436,246,0,361
5437,189,0,361
5438,282,9,361
5439,300,2,361
5440,130,3,361
5441,248,0,361
5442,304,0,361
5443,160,0,361
5444,167,2,361
5445,19,0,361
5446,321,0,361
5447,348,3,361
5448,289,0,361
5449,258,0,361
5450,263,0,361
5451,128,3,361
5452,326,0,361
5453,203,2,361
5454,208,3,361
5455,371,0,361
5456,94,2,361
5457,291,0,361
5458,268,0,83
5459,324,3,83
5460,284,9,83
5461,181,2,83
5462,170,44,83
5463,323,10,83
5464,308,0,83
5465,125,0,83
5466,216,0,83
5467,217,44,83
5468,25,2,83
5469,218,0,83
5470,312,22,83
5471,30,3,83
5472,206,2,83
5473,355,0,83
5474,221,0,83
5475,245,0,83
5476,317,3,83
5477,338,0,83
5478,37,1,83
5479,246,44,83
