,Unnamed: 0,index,mechanism,action,drugA,drugB
9223,9273,9273,the atrioventricular blocking ( AV block ) activities,increase,Labetalol,Benzphetamine
9224,9274,9274,the sedative activities,decrease,Levocetirizine,Benzphetamine
9225,9275,9275,the analgesic activities,increase,Levomethadylacetate,Benzphetamine
9226,9276,9276,the antihypertensive activities,decrease,Levomilnacipran,Benzphetamine
9227,9277,9277,the sedative activities,decrease,Loratadine,Benzphetamine
9228,9278,9278,The serum concentration,increase,Lorpiprazole,Benzphetamine
9229,9279,9279,The metabolism,decrease,Lovastatin,Benzphetamine
9230,9280,9280,The serum concentration,decrease,Lumacaftor,Benzphetamine
9231,9281,9281,the stimulatory activities,decrease,Lurasidone,Benzphetamine
9232,9282,9282,the sedative activities,decrease,Meclizine,Benzphetamine
9233,9283,9283,the stimulatory activities,decrease,Melperone,Benzphetamine
9234,9284,9284,the sedative activities,decrease,Mepyramine,Benzphetamine
9235,9285,9285,the sedative activities,decrease,Mequitazine,Benzphetamine
9236,9286,9286,the stimulatory activities,decrease,Mesoridazine,Benzphetamine
9237,9287,9287,the analgesic activities,increase,Methadone,Benzphetamine
9238,9288,9288,The risk or severity of adverse effects,increase,Methamphetamine,Benzphetamine
9239,9289,9289,the excretion rate which could result in a higher serum level,decrease,Methazolamide,Benzphetamine
9240,9290,9290,the stimulatory activities,decrease,Methotrimeprazine,Benzphetamine
9241,9291,9291,the atrioventricular blocking ( AV block ) activities,increase,Metoprolol,Benzphetamine
9242,9292,9292,The therapeutic efficacy,decrease,Mianserin,Benzphetamine
9243,9293,9293,The risk or severity of adverse effects,increase,Midodrine,Benzphetamine
9244,9294,9294,The serum concentration,increase,Mifepristone,Benzphetamine
9245,9295,9295,the hypertensive activities,increase,Minaprine,Benzphetamine
9246,9296,9296,the antihypertensive activities,decrease,Mirtazapine,Benzphetamine
9247,9297,9297,The serum concentration,decrease,Mitotane,Benzphetamine
9248,9298,9298,the hypertensive activities,increase,Moclobemide,Benzphetamine
9249,9299,9299,the analgesic activities,increase,Morphine,Benzphetamine
9250,9300,9300,the tachycardic activities,increase,Nabilone,Benzphetamine
9251,9301,9301,the atrioventricular blocking ( AV block ) activities,increase,Nebivolol,Benzphetamine
9252,9302,9302,The metabolism,decrease,Nefazodone,Benzphetamine
9253,9303,9303,The serum concentration,increase,Netupitant,Benzphetamine
9254,9304,9304,The metabolism,decrease,Betaxolol,Bepridil
9255,9305,9305,The therapeutic efficacy,increase,Bifonazole,Bepridil
9256,9306,9306,the hypotensive activities,increase,Bisoprolol,Bepridil
9257,9307,9307,The risk or severity of adverse effects,increase,Bortezomib,Bepridil
9258,9308,9308,the hypotensive activities,increase,Bosentan,Bepridil
9259,9309,9309,The serum concentration,increase,Bosutinib,Bepridil
9260,9310,9310,the antihypertensive activities,increase,Brimonidine,Bepridil
9261,9311,9311,The risk or severity of adverse effects,increase,Bromocriptine,Bepridil
9262,9312,9312,The risk or severity of adverse effects,increase,Bumetanide,Bepridil
9263,9313,9313,The risk or severity of adverse effects,increase,Bupivacaine,Bepridil
9264,9314,9314,The metabolism,decrease,Bupropion,Bepridil
9265,9315,9315,The risk or severity of adverse effects,increase,Canagliflozin,Bepridil
9266,9316,9316,the hypotensive activities,increase,Candesartancilexetil,Bepridil
9267,9317,9317,the hypotensive activities,increase,Captopril,Bepridil
9268,9318,9318,the hypotensive activities,increase,Carteolol,Bepridil
9269,9319,9319,the hypotensive activities,increase,Carvedilol,Bepridil
9270,9320,9320,The metabolism,decrease,Celecoxib,Bepridil
9271,9321,9321,the hypotensive activities,increase,Celiprolol,Bepridil
9272,9322,9322,The metabolism,decrease,Chloroquine,Bepridil
9273,9323,9323,The risk or severity of adverse effects,increase,Chlorpromazine,Bepridil
9274,9324,9324,The metabolism,decrease,Cholecalciferol,Bepridil
9275,9325,9325,The risk or severity of adverse effects,increase,Cilnidipine,Bepridil
9276,9326,9326,The serum concentration,increase,Cimetidine,Bepridil
9277,9327,9327,The metabolism,decrease,Cinacalcet,Bepridil
9278,9328,9328,the QTc - prolonging activities,increase,Cisapride,Bepridil
9279,9329,9329,The metabolism,decrease,Citalopram,Bepridil
9280,9330,9330,The metabolism,decrease,Clemastine,Bepridil
9281,9331,9331,The risk or severity of adverse effects,increase,Clevidipine,Bepridil
9282,9332,9332,The risk or severity of adverse effects,increase,Clofarabine,Bepridil
9283,9333,9333,The metabolism,decrease,Clomipramine,Bepridil
9284,9334,9334,the hypotensive activities,increase,Clonidine,Bepridil
9285,9335,9335,The therapeutic efficacy,decrease,Clopidogrel,Bepridil
9286,9336,9336,The metabolism,decrease,Clotrimazole,Bepridil
9287,9337,9337,The risk or severity of adverse effects,increase,Clozapine,Bepridil
9288,9338,9338,The metabolism,decrease,Cocaine,Bepridil
9289,9339,9339,The serum concentration,increase,Colchicine,Bepridil
9290,9340,9340,The risk or severity of adverse effects,increase,Conivaptan,Bepridil
9291,9341,9341,The therapeutic efficacy,increase,Cyclosporine,Bepridil
9292,9342,9342,The serum concentration of the active metabolites,increase,Dabigatranetexilate,Bepridil
9293,9343,9343,The risk or severity of adverse effects,increase,Bepridil,Dapagliflozin
9294,9344,9344,The metabolism,decrease,Bepridil,Darifenacin
9295,9345,9345,the hypotensive activities,increase,Bepridil,Debrisoquin
9296,9346,9346,The metabolism,decrease,Bepridil,Desipramine
9297,9347,9347,the QTc - prolonging activities,increase,Bepridil,Deutetrabenazine
9298,9348,9348,The risk or severity of adverse effects,increase,Bepridil,Dexmedetomidine
9299,9349,9349,the hypotensive activities,increase,Bepridil,Diazoxide
9300,9350,9350,The risk or severity of adverse effects,increase,Bepridil,Diclofenamide
9301,9351,9351,the hypotensive activities,increase,Bepridil,Diltiazem
9302,9352,9352,The metabolism,decrease,Bepridil,Diphenhydramine
9303,9353,9353,the hypotensive activities,increase,Bepridil,Dorzolamide
9304,9354,9354,The metabolism,decrease,Bepridil,Dosulepin
9305,9355,9355,the hypotensive activities,increase,Bepridil,Doxazosin
9306,9356,9356,The serum concentration,increase,Bepridil,Doxorubicin
9307,9357,9357,The metabolism,decrease,Bepridil,Dronedarone
9308,9358,9358,the orthostatic hypotensive activities,increase,Bepridil,Duloxetine
9309,9359,9359,The therapeutic efficacy,increase,Bepridil,Econazole
9310,9360,9360,the hypotensive activities,increase,Bepridil,Efonidipine
9311,9361,9361,The metabolism,decrease,Bepridil,Eliglustat
9312,9362,9362,the hypotensive activities,increase,Bepridil,Enalapril
9313,9363,9363,The risk or severity of adverse effects,increase,Bepridil,Eplerenone
9314,9364,9364,the hypotensive activities,increase,Bepridil,Epoprostenol
9315,9365,9365,the hypotensive activities,increase,Bepridil,Eprosartan
9316,9366,9366,The risk or severity of adverse effects,increase,Bepridil,Etacrynicacid
9317,9367,9367,The serum concentration,increase,Bepridil,Everolimus
9318,9368,9368,the hypotensive activities,increase,Bepridil,Felodipine
9319,9369,9369,The metabolism,decrease,Bepridil,Fluoxetine
9320,9370,9370,The metabolism,decrease,Bepridil,Fluvoxamine
9321,9371,9371,The risk or severity of adverse effects,increase,Bepridil,Furosemide
9322,9372,9372,The therapeutic efficacy,increase,Bepridil,Griseofulvin
9323,9373,9373,the hypotensive activities,increase,Bepridil,Guanabenz
9324,9374,9374,the hypotensive activities,increase,Bepridil,Guanethidine
9325,9375,9375,the hypotensive activities,increase,Bepridil,Guanfacine
9326,9376,9376,The metabolism,decrease,Bepridil,Haloperidol
9327,9377,9377,The risk or severity of adverse effects,increase,Bepridil,Halothane
9328,9378,9378,The metabolism,increase,Bepridil,Hexobarbital
9329,9379,9379,the hypotensive activities,increase,Bepridil,Hydralazine
9330,9380,9380,The risk or severity of adverse effects,increase,Bepridil,Imipramine
9331,9381,9381,the hypotensive activities,increase,Bepridil,Indapamide
9332,9382,9382,the hypotensive activities,increase,Bepridil,Irbesartan
9333,9383,9383,The risk or severity of adverse effects,increase,Bepridil,Isoflurane
9334,9384,9384,The metabolism,decrease,Bepridil,Isoniazid
9335,9385,9385,The risk or severity of adverse effects,increase,Bepridil,Isosorbidedinitrate
9336,9386,9386,The risk or severity of adverse effects,increase,Bepridil,Isosorbidemononitrate
9337,9387,9387,the hypotensive activities,increase,Bepridil,Isradipine
9338,9388,9388,The therapeutic efficacy,increase,Bepridil,Itraconazole
9339,9389,9389,The metabolism,decrease,Bepridil,Ketoconazole
9340,9390,9390,the hypotensive activities,increase,Bepridil,Labetalol
9341,9391,9391,the hypotensive activities,increase,Bepridil,Lercanidipine
9342,9392,9392,The risk or severity of adverse effects,increase,Bepridil,Levobupivacaine
9343,9393,9393,the orthostatic hypotensive activities,increase,Bepridil,Levodopa
9344,9394,9394,The metabolism,decrease,Bepridil,Lorcaserin
9345,9395,9395,the hypotensive activities,increase,Bepridil,Losartan
9346,9396,9396,the QTc - prolonging activities,increase,Bepridil,Macimorelin
9347,9397,9397,the hypotensive activities,increase,Bepridil,Macitentan
9348,9398,9398,The metabolism,decrease,Bepridil,Methadone
9349,9399,9399,The risk or severity of adverse effects,increase,Bepridil,Methazolamide
9350,9400,9400,The metabolism,decrease,Bepridil,Methotrimeprazine
9351,9401,9401,the hypotensive activities,increase,Bepridil,Methyldopa
9352,9402,9402,the antihypertensive activities,decrease,Bepridil,Methylphenidate
9353,9403,9403,The metabolism,increase,Bepridil,Methylphenobarbital
9354,9404,9404,The metabolism,decrease,Bepridil,Metoprolol
9355,9405,9405,The therapeutic efficacy,increase,Bepridil,Miconazole
9356,9406,9406,The metabolism,decrease,Bepridil,Midostaurin
9357,9407,9407,The therapeutic efficacy,increase,Bepridil,Miltefosine
9358,9408,9408,the hypotensive activities,increase,Bepridil,Minaprine
9359,9409,9409,The metabolism,decrease,Bepridil,Mirabegron
9360,9410,9410,the hypotensive activities,increase,Bepridil,Moclobemide
9361,9411,9411,the hypotensive activities,increase,Bepridil,Molsidomine
9362,9412,9412,The risk or severity of adverse effects,increase,Bepridil,Morphine
9363,9413,9413,The risk or severity of adverse effects,increase,Bepridil,Nabilone
9364,9414,9414,The serum concentration,increase,Bepridil,Naloxegol
9365,9415,9415,the hypotensive activities,increase,Bepridil,Nebivolol
9366,9416,9416,The metabolism,decrease,Bepridil,Nicardipine
9367,9417,9417,The serum concentration,increase,Betamethasone,Bosutinib
9368,9418,9418,The risk or severity of adverse effects,increase,Betamethasone,Bromfenac
9369,9419,9419,The risk or severity of adverse effects,increase,Betamethasone,Bromocriptine
9370,9420,9420,the hypokalemic activities,increase,Betamethasone,Bumetanide
9371,9421,9421,The risk or severity of adverse effects,increase,Betamethasone,Cabergoline
9372,9422,9422,The therapeutic efficacy,decrease,Betamethasone,Calcitriol
9373,9423,9423,The therapeutic efficacy,decrease,Betamethasone,Canagliflozin
9374,9424,9424,The serum concentration,decrease,Betamethasone,Carbamazepine
9375,9425,9425,The risk or severity of adverse effects,increase,Betamethasone,Celecoxib
9376,9427,9427,The serum concentration,increase,Betamethasone,Cerivastatin
9377,9428,9428,The risk or severity of adverse effects,increase,Betamethasone,Chloroquine
9378,9429,9429,The therapeutic efficacy,decrease,Betamethasone,Chlorpropamide
9379,9430,9430,The serum concentration,increase,Betamethasone,Clarithromycin
9380,9431,9431,the fluid,increase,Betamethasone,Danazol
9381,9432,9432,The risk or severity of adverse effects,increase,Betamethasone,Decamethonium
9382,9433,9433,The risk or severity of adverse effects,increase,Betamethasone,Diclofenac
9383,9434,9434,The serum concentration,increase,Betamethasone,Diethylstilbestrol
9384,9435,9435,The risk or severity of adverse effects,increase,Betamethasone,Diflunisal
9385,9436,9436,The risk or severity of adverse effects,increase,Betamethasone,Dihydroergotamine
9386,9437,9437,The risk or severity of adverse effects,increase,Betamethasone,Donepezil
9387,9438,9438,The risk or severity of adverse effects,increase,Betamethasone,Enoxacin
9388,9439,9439,The serum concentration,decrease,Betamethasone,Enzalutamide
9389,9440,9440,The risk or severity of adverse effects,increase,Betamethasone,Ergonovine
9390,9441,9441,The risk or severity of adverse effects,increase,Betamethasone,Ergotamine
9391,9442,9442,The serum concentration,increase,Betamethasone,Estradiol
9392,9443,9443,The serum concentration,increase,Betamethasone,Estradiolacetate
9393,9444,9444,The serum concentration,increase,Betamethasone,Estradiolcypionate
9394,9445,9445,The serum concentration,increase,Betamethasone,Estradiolvalerate
9395,9446,9446,The serum concentration,increase,Betamethasone,Estrone
9396,9447,9447,the hypokalemic activities,increase,Betamethasone,Etacrynicacid
9397,9448,9448,The serum concentration,increase,Betamethasone,Ethinylestradiol
9398,9449,9449,The risk or severity of adverse effects,increase,Betamethasone,Etodolac
9399,9450,9450,The risk or severity of adverse effects,increase,Betamethasone,Etoricoxib
9400,9451,9451,the immunosuppressive activities,increase,Betamethasone,Fingolimod
9401,9452,9452,The risk or severity of adverse effects,increase,Betamethasone,Flurbiprofen
9402,9453,9453,The serum concentration,increase,Betamethasone,Fluvastatin
9403,9454,9454,The serum concentration,decrease,Betamethasone,Fosphenytoin
9404,9455,9455,the hypokalemic activities,increase,Betamethasone,Furosemide
9405,9456,9456,The risk or severity of adverse effects,increase,Betamethasone,Galantamine
9406,9457,9457,The therapeutic efficacy,decrease,Betamethasone,Gliclazide
9407,9458,9458,The therapeutic efficacy,decrease,Betamethasone,Glimepiride
9408,9459,9459,The therapeutic efficacy,decrease,Betamethasone,Glipizide
9409,9460,9460,The therapeutic efficacy,decrease,Betamethasone,Glyburide
9410,9461,9461,The serum concentration,increase,Betamethasone,Ibrutinib
9411,9462,9462,The risk or severity of adverse effects,increase,Betamethasone,Ibuprofen
9412,9463,9463,the hypokalemic activities,increase,Betamethasone,Indacaterol
9413,9464,9464,the hypokalemic activities,increase,Betamethasone,Indapamide
9414,9465,9465,The risk or severity of adverse effects,increase,Betamethasone,Indomethacin
9415,9466,9466,The serum concentration,increase,Betamethasone,Isavuconazole
9416,9467,9467,The risk or severity of adverse effects,increase,Betamethasone,Isoflurophate
9417,9468,9468,The serum concentration,decrease,Betamethasone,Isoniazid
9418,9469,9469,The serum concentration,increase,Betamethasone,Itraconazole
9419,9470,9470,The serum concentration,increase,Betamethasone,Ketoconazole
9420,9471,9471,The risk or severity of adverse effects,increase,Betamethasone,Ketoprofen
9421,9472,9472,The risk or severity of adverse effects,increase,Betamethasone,Leflunomide
9422,9473,9473,The risk or severity of adverse effects,increase,Betamethasone,Levofloxacin
9423,9474,9474,The therapeutic efficacy,decrease,Betamethasone,Linagliptin
9424,9475,9475,The risk or severity of adverse effects,increase,Betamethasone,Lisuride
9425,9476,9476,The risk or severity of adverse effects,increase,Betamethasone,Lornoxicam
9426,9477,9477,The serum concentration,increase,Betamethasone,Lovastatin
9427,9478,9478,The risk or severity of adverse effects,increase,Betamethasone,Loxoprofen
9428,9479,9479,The serum concentration,decrease,Betamethasone,Lumacaftor
9429,9480,9480,The risk or severity of adverse effects,increase,Betamethasone,Lumiracoxib
9430,9481,9481,The risk or severity of adverse effects,increase,Betamethasone,Malathion
9431,9482,9482,The risk or severity of adverse effects,increase,Betamethasone,Masoprocol
9432,9483,9483,The risk or severity of adverse effects,increase,Betamethasone,Mefenamicacid
9433,9484,9484,The risk or severity of adverse effects,increase,Betamethasone,Mefloquine
9434,9485,9485,The risk or severity of adverse effects,increase,Betamethasone,Meloxicam
9435,9486,9486,The risk or severity of adverse effects,increase,Betamethasone,Memantine
9436,9487,9487,The serum concentration,increase,Betamethasone,Mestranol
9437,9488,9488,The risk or severity of adverse effects,increase,Betamethasone,Metamizole
9438,9489,9489,The risk or severity of adverse effects,increase,Betamethasone,Methylergometrine
9439,9490,9490,the fluid,increase,Betamethasone,Methyltestosterone
9440,9491,9491,The risk or severity of adverse effects,increase,Betamethasone,Metoclopramide
9441,9492,9492,The therapeutic efficacy,decrease,Betamethasone,Mifepristone
9442,9493,9493,The therapeutic efficacy,decrease,Betamethasone,Miglitol
9443,9494,9494,The risk or severity of adverse effects,increase,Betamethasone,Minaprine
9444,9495,9495,The therapeutic efficacy,decrease,Betamethasone,Mitiglinide
9445,9496,9496,The serum concentration,decrease,Betamethasone,Mitotane
9446,9497,9497,The risk or severity of adverse effects,increase,Betamethasone,Mycophenolatemofetil
9447,9498,9498,The risk or severity of adverse effects,increase,Betamethasone,Mycophenolicacid
9448,9499,9499,The risk or severity of adverse effects,increase,Betamethasone,Nabumetone
9449,9500,9500,the fluid,increase,Betamethasone,Nandrolonedecanoate
9450,9501,9501,The risk or severity of adverse effects,increase,Betamethasone,Naproxen
9451,9502,9502,The therapeutic efficacy,decrease,Betamethasone,Nateglinide
9452,9503,9503,The serum concentration,increase,Betamethasone,Nefazodone
9453,9504,9504,The risk or severity of adverse effects,increase,Betamethasone,Neostigmine
9454,9505,9505,The metabolism,decrease,Betaxolol,Bisoprolol
9455,9506,9506,The metabolism,decrease,Betaxolol,Bortezomib
9456,9507,9507,the hypotensive activities,increase,Betaxolol,Bosentan
9457,9508,9508,The serum concentration,increase,Betaxolol,Brexpiprazole
9458,9509,9509,the antihypertensive activities,increase,Betaxolol,Brimonidine
9459,9510,9510,the antihypertensive activities,decrease,Betaxolol,Bromfenac
9460,9511,9511,the atrioventricular blocking ( AV block ) activities,increase,Betaxolol,Bromocriptine
9461,9512,9512,The metabolism,decrease,Betaxolol,Brompheniramine
9462,9513,9513,The risk or severity of adverse effects,increase,Betaxolol,Bumetanide
9463,9514,9514,The serum concentration,increase,Betaxolol,Bupivacaine
9464,9515,9515,The metabolism,decrease,Betaxolol,Buprenorphine
9465,9516,9516,The metabolism,decrease,Betaxolol,Bupropion
9466,9517,9517,The metabolism,decrease,Betaxolol,Buspirone
9467,9518,9518,the vasoconstricting activities,increase,Betaxolol,Cabergoline
9468,9519,9519,The metabolism,decrease,Betaxolol,Caffeine
9469,9520,9520,The risk or severity of adverse effects,increase,Betaxolol,Canagliflozin
9470,9521,9521,the hypotensive activities,increase,Betaxolol,Candesartancilexetil
9471,9522,9522,The metabolism,decrease,Betaxolol,Captopril
9472,9523,9523,The risk or severity of adverse effects,increase,Betaxolol,Carbachol
9473,9524,9524,The metabolism,decrease,Betaxolol,Cariprazine
9474,9525,9525,The metabolism,decrease,Betaxolol,Carteolol
9475,9526,9526,the orthostatic hypotensive activities,increase,Betaxolol,Carvedilol
9476,9527,9527,The metabolism,decrease,Betaxolol,Celecoxib
9477,9528,9528,the hypotensive activities,increase,Betaxolol,Celiprolol
9478,9529,9529,the bradycardic activities,increase,Betaxolol,Ceritinib
9479,9530,9530,The metabolism,decrease,Betaxolol,Cevimeline
9480,9531,9531,The metabolism,decrease,Betaxolol,Chloroquine
9481,9532,9532,The metabolism,decrease,Betaxolol,Chlorphenamine
9482,9533,9533,The metabolism,decrease,Betaxolol,Chlorpromazine
9483,9534,9534,the hypoglycemic activities,increase,Betaxolol,Chlorpropamide
9484,9535,9535,The metabolism,decrease,Betaxolol,Chlorzoxazone
9485,9536,9536,The metabolism,decrease,Betaxolol,Cholecalciferol
9486,9537,9537,The risk or severity of adverse effects,increase,Betaxolol,Cilnidipine
9487,9538,9538,The metabolism,decrease,Betaxolol,Cilostazol
9488,9539,9539,The metabolism,decrease,Betaxolol,Cimetidine
9489,9540,9540,The metabolism,decrease,Betaxolol,Cinacalcet
9490,9541,9541,The metabolism,decrease,Betaxolol,Cinnarizine
9491,9542,9542,The metabolism,decrease,Betaxolol,Citalopram
9492,9543,9543,The metabolism,decrease,Betaxolol,Clemastine
9493,9544,9544,the bronchodilatory activities,decrease,Betaxolol,Clenbuterol
9494,9545,9545,The metabolism,decrease,Betaxolol,Clevidipine
9495,9546,9546,The risk or severity of adverse effects,increase,Betaxolol,Clofarabine
9496,9547,9547,The metabolism,decrease,Betaxolol,Clomipramine
9497,9548,9548,the atrioventricular blocking ( AV block ) activities,increase,Betaxolol,Clonidine
9498,9549,9549,The metabolism,decrease,Betaxolol,Clotrimazole
9499,9550,9550,The metabolism,decrease,Betaxolol,Clozapine
9500,9551,9551,The metabolism,decrease,Betaxolol,Cocaine
9501,9552,9552,The therapeutic efficacy,decrease,Betaxolol,Codeine
9502,9553,9553,The risk or severity of adverse effects,increase,Betaxolol,Conivaptan
9503,9554,9554,the bradycardic activities,increase,Betaxolol,Crizotinib
9504,9555,9555,The metabolism,decrease,Betaxolol,Cyclobenzaprine
9505,9556,9556,The metabolism,decrease,Betaxolol,Cyclophosphamide
9506,9557,9557,The serum concentration,decrease,Betaxolol,Cyproteroneacetate
9507,9558,9558,The metabolism,decrease,Betaxolol,Dapagliflozin
9508,9559,9559,The metabolism,decrease,Betaxolol,Darifenacin
9509,9560,9560,The metabolism,decrease,Betaxolol,Debrisoquin
9510,9561,9561,the bradycardic activities,increase,Betaxolol,Decamethonium
9511,9562,9562,The metabolism,decrease,Betaxolol,Desipramine
9512,9563,9563,The serum concentration,increase,Betaxolol,Desvenlafaxine
9513,9564,9564,The metabolism,decrease,Betaxolol,Deutetrabenazine
9514,9565,9565,The metabolism,decrease,Betaxolol,Dexchlorpheniraminemaleate
9515,9566,9566,The metabolism,decrease,Betaxolol,Dexfenfluramine
9516,9567,9567,the atrioventricular blocking ( AV block ) activities,increase,Betaxolol,Dexmedetomidine
9517,9568,9568,The metabolism,decrease,Betaxolol,Dexmethylphenidate
9518,9569,9569,The metabolism,decrease,Betaxolol,Dextroamphetamine
9519,9570,9570,The metabolism,decrease,Betaxolol,Dextromethorphan
9520,9571,9571,the hypotensive activities,increase,Betaxolol,Diazoxide
9521,9572,9572,the antihypertensive activities,decrease,Betaxolol,Diclofenac
9522,9573,9573,The risk or severity of adverse effects,increase,Betaxolol,Diclofenamide
9523,9574,9574,the antihypertensive activities,decrease,Betaxolol,Diflunisal
9524,9575,9575,the bradycardic activities,increase,Betaxolol,Digitoxin
9525,9576,9576,the bradycardic activities,increase,Betaxolol,Digoxin
9526,9577,9577,the atrioventricular blocking ( AV block ) activities,increase,Betaxolol,Dihydroergotamine
9527,9578,9578,The metabolism,decrease,Betaxolol,Diltiazem
9528,9579,9579,The metabolism,decrease,Betaxolol,Diphenhydramine
9529,9580,9580,the bradycardic activities,increase,Betaxolol,Disopyramide
9530,9581,9581,the bronchodilatory activities,decrease,Betaxolol,Dobutamine
9531,9582,9582,The metabolism,decrease,Betaxolol,Dolasetron
9532,9583,9583,The metabolism,decrease,Betaxolol,Domperidone
9533,9584,9584,the bradycardic activities,increase,Betaxolol,Donepezil
9534,9585,9585,The metabolism,decrease,Betaxolol,Dopamine
9535,9586,9586,the hypotensive activities,increase,Betaxolol,Dorzolamide
9536,9587,9587,The metabolism,decrease,Betaxolol,Dosulepin
9537,9588,9588,the orthostatic hypotensive activities,increase,Betaxolol,Doxazosin
9538,9589,9589,The metabolism,decrease,Betaxolol,Doxepin
9539,9590,9590,the bradycardic activities,increase,Betaxolol,Dronedarone
9540,9591,9591,the atrioventricular blocking ( AV block ) activities,increase,Betaxolol,Droxidopa
9541,9592,9592,the orthostatic hypotensive activities,increase,Betaxolol,Duloxetine
9542,9593,9593,the hypotensive activities,increase,Betaxolol,Efonidipine
9543,9594,9594,The metabolism,decrease,Betaxolol,Eletriptan
9544,9595,9595,The serum concentration,increase,Betaxolol,Eliglustat
9545,9596,9596,the hypotensive activities,increase,Betaxolol,Enalapril
9546,9597,9597,The metabolism,decrease,Betaxolol,Enasidenib
9547,9598,9598,The metabolism,decrease,Betaxolol,Encainide
9548,9599,9599,The metabolism,decrease,Betaxolol,Epinastine
9549,9600,9600,the atrioventricular blocking ( AV block ) activities,increase,Betaxolol,Epinephrine
9550,9601,9601,The risk or severity of adverse effects,increase,Betaxolol,Eplerenone
9551,9602,9602,the hypotensive activities,increase,Betaxolol,Epoprostenol
9552,9603,9603,the hypotensive activities,increase,Betaxolol,Eprosartan
9553,9604,9604,the vasoconstricting activities,increase,Betaxolol,Ergonovine
9554,9605,9605,the atrioventricular blocking ( AV block ) activities,increase,Betaxolol,Ergotamine
9555,9606,9606,The metabolism,decrease,Betaxolol,Erlotinib
9556,9607,9607,The metabolism,decrease,Betaxolol,Escitalopram
9557,9608,9608,The risk or severity of adverse effects,increase,Betaxolol,Etacrynicacid
9558,9609,9609,The metabolism,decrease,Betaxolol,Ethylmorphine
9559,9610,9610,the antihypertensive activities,decrease,Betaxolol,Etodolac
9560,9611,9611,the atrioventricular blocking ( AV block ) activities,increase,Betaxolol,Etomidate
9561,9612,9612,The metabolism,decrease,Betaxolol,Etoricoxib
9562,9613,9613,the hypotensive activities,increase,Betaxolol,Felodipine
9563,9614,9614,the bradycardic activities,increase,Betaxolol,Fentanyl
9564,9615,9615,The serum concentration of the active metabolites,increase,Betaxolol,Fesoterodine
9565,9616,9616,the bradycardic activities,increase,Fingolimod,Betaxolol
9566,9617,9617,The metabolism,decrease,Flecainide,Betaxolol
9567,9618,9618,The metabolism,decrease,Flunarizine,Betaxolol
9568,9619,9619,The metabolism,decrease,Fluoxetine,Betaxolol
9569,9620,9620,The metabolism,decrease,Fluphenazine,Betaxolol
9570,9621,9621,the antihypertensive activities,decrease,Flurbiprofen,Betaxolol
9571,9622,9622,The metabolism,decrease,Fluvastatin,Betaxolol
9572,9623,9623,The metabolism,decrease,Fluvoxamine,Betaxolol
9573,9624,9624,The metabolism,decrease,Formoterol,Betaxolol
9574,9625,9625,The risk or severity of adverse effects,increase,Furosemide,Betaxolol
9575,9626,9626,the bradycardic activities,increase,Galantamine,Betaxolol
9576,9627,9627,The metabolism,decrease,Gefitinib,Betaxolol
9577,9628,9628,the hypoglycemic activities,increase,Gliclazide,Betaxolol
9578,9629,9629,the hypoglycemic activities,increase,Glimepiride,Betaxolol
9579,9630,9630,the hypoglycemic activities,increase,Glipizide,Betaxolol
9580,9631,9631,the hypoglycemic activities,increase,Glyburide,Betaxolol
9581,9632,9632,The metabolism,decrease,Granisetron,Betaxolol
9582,9633,9633,the atrioventricular blocking ( AV block ) activities,increase,Guanabenz,Betaxolol
9583,9634,9634,the hypotensive activities,increase,Guanethidine,Betaxolol
9584,9635,9635,the atrioventricular blocking ( AV block ) activities,increase,Guanfacine,Betaxolol
9585,9636,9636,The metabolism,decrease,Halofantrine,Betaxolol
9586,9637,9637,The metabolism,decrease,Haloperidol,Betaxolol
9587,9638,9638,The metabolism,decrease,Halothane,Betaxolol
9588,9639,9639,The serum concentration,decrease,Hexobarbital,Betaxolol
9589,9640,9640,the hypotensive activities,increase,Hydralazine,Betaxolol
9590,9641,9641,The metabolism,decrease,Hydrocodone,Betaxolol
9591,9642,9642,The metabolism,decrease,Hydromorphone,Betaxolol
9592,9643,9643,The metabolism,decrease,Hydroxychloroquine,Betaxolol
9593,9644,9644,The metabolism,decrease,Ibrutinib,Betaxolol
9594,9645,9645,the antihypertensive activities,decrease,Ibuprofen,Betaxolol
9595,9646,9646,The metabolism,decrease,Idarubicin,Betaxolol
9596,9647,9647,The metabolism,decrease,Iloperidone,Betaxolol
9597,9648,9648,The metabolism,decrease,Imatinib,Betaxolol
9598,9649,9649,The metabolism,decrease,Imipramine,Betaxolol
9599,9650,9650,the bronchodilatory activities,decrease,Indacaterol,Betaxolol
9600,9651,9651,the hypotensive activities,increase,Indapamide,Betaxolol
9601,9652,9652,the antihypertensive activities,decrease,Indomethacin,Betaxolol
9602,9653,9653,The metabolism,decrease,Ipratropiumbromide,Betaxolol
9603,9654,9654,the hypotensive activities,increase,Irbesartan,Betaxolol
9604,9655,9655,The risk or severity of adverse effects,increase,Isoflurane,Betaxolol
9605,9656,9656,the bradycardic activities,increase,Isoflurophate,Betaxolol
9606,9657,9657,The metabolism,decrease,Isoniazid,Betaxolol
9607,9658,9658,the bronchodilatory activities,decrease,Isoprenaline,Betaxolol
9608,9659,9659,The risk or severity of adverse effects,increase,Isosorbidedinitrate,Betaxolol
9609,9660,9660,The risk or severity of adverse effects,increase,Isosorbidemononitrate,Betaxolol
