,d1,type,d2
6426,491,11,6
6427,217,2,6
6428,18,11,6
6429,224,11,6
6430,399,4,6
6431,91,0,6
6432,133,2,6
6433,379,11,6
6434,256,0,6
6435,429,2,6
6436,569,0,6
6437,109,2,6
6438,124,1,6
6439,9,2,6
6440,281,11,6
6441,250,3,6
6442,465,11,6
6443,161,2,6
6444,195,11,6
6445,73,11,6
6446,301,4,6
6447,328,3,6
6448,412,1,6
6449,108,2,6
6450,120,2,6
6451,439,0,6
6452,318,2,6
6453,49,2,6
6454,203,0,6
6455,416,0,6
6456,25,3,6
6457,466,11,6
6458,548,11,6
6459,121,2,6
6460,234,2,6
6461,60,0,6
6462,14,3,6
6463,533,35,6
6464,464,35,6
6465,103,35,6
6466,65,3,6
6467,321,35,6
6468,403,3,6
6469,47,3,6
6470,26,11,6
6471,454,4,6
6472,127,11,6
6473,137,11,6
6474,146,0,6
6475,143,8,6
6476,219,4,6
6477,0,37,6
6478,228,4,6
6479,528,1,6
6480,326,11,6
6481,129,0,6
6482,78,2,6
6483,368,11,6
6484,481,2,6
6485,63,0,6
6486,126,0,6
6487,54,2,6
6488,114,0,6
6489,293,11,6
6490,199,11,6
6491,201,4,6
6492,556,11,6
6493,397,2,6
6494,58,2,6
6495,334,11,6
6496,484,8,6
6497,251,11,6
6498,259,11,6
6499,147,4,6
6500,278,11,6
6501,383,11,6
6502,175,3,6
6503,430,11,6
6504,255,2,6
6505,61,2,6
6506,442,2,6
6507,550,2,6
6508,13,3,6
6509,41,11,6
6510,206,11,6
6511,11,11,6
6512,38,11,6
6513,215,2,6
6514,400,2,6
6515,229,3,506
6516,75,7,506
6517,212,6,506
6518,280,2,506
6519,527,3,506
6520,85,3,506
6521,519,5,506
6522,431,6,506
6523,418,3,506
6524,448,7,506
6525,405,7,506
6526,123,1,506
6527,168,41,506
6528,462,7,506
6529,422,2,506
6530,80,3,506
6531,183,7,506
6532,43,2,506
6533,567,3,506
6534,490,1,506
6535,427,5,506
6536,520,1,506
6537,511,7,506
6538,128,1,506
6539,474,7,506
6540,433,7,506
6541,246,5,506
6542,317,2,506
6543,508,1,506
6544,191,1,506
6545,263,1,506
6546,363,3,506
6547,193,7,506
6548,339,7,506
6549,31,7,506
6550,210,3,506
6551,438,1,506
6552,187,1,506
6553,188,7,506
6554,452,7,506
6555,491,2,506
6556,217,2,506
6557,172,3,506
6558,287,1,506
6559,18,2,506
6560,300,1,506
6561,347,2,506
6562,296,4,506
6563,364,1,506
6564,437,2,506
6565,546,7,506
6566,446,2,506
6567,327,2,506
6568,292,1,506
6569,52,6,506
6570,558,6,506
6571,106,2,506
6572,399,2,506
6573,91,2,506
6574,480,3,506
6575,15,7,506
6576,276,3,506
6577,133,2,506
6578,157,1,506
6579,392,7,506
6580,530,1,506
6581,256,3,506
6582,366,3,506
6583,523,2,506
6584,470,1,506
6585,386,3,506
6586,429,2,506
6587,569,2,506
6588,186,1,506
6589,109,1,506
6590,124,3,506
6591,9,3,506
6592,349,1,506
6593,250,3,506
6594,17,1,506
6595,526,7,506
6596,325,2,506
6597,465,2,506
6598,36,3,506
6599,161,2,506
6600,487,1,506
6601,182,3,506
6602,554,1,506
6603,463,3,506
6604,499,7,506
6605,140,41,506
6606,426,1,506
6607,516,3,506
6608,352,1,506
6609,341,7,506
6610,120,2,506
6611,439,2,506
6612,406,2,506
6613,111,6,506
6614,544,6,506
6615,323,6,506
6616,492,6,506
6617,318,2,506
6618,62,7,506
6619,49,1,506
6620,203,2,506
6621,66,5,506
6622,209,5,506
6623,416,2,506
6624,402,3,506
6625,104,1,506
6626,557,7,506
6627,461,3,506
6628,543,2,506
6629,92,7,506
6630,332,3,506
6631,200,1,506
6632,156,1,506
6633,25,3,506
6634,294,7,506
6635,548,7,506
6636,178,7,506
6637,121,1,506
6638,234,1,506
6639,60,2,506
6640,84,6,506
6641,264,3,506
6642,68,1,506
6643,14,3,506
6644,533,3,506
6645,299,3,506
6646,464,3,506
6647,150,3,506
6648,103,3,506
6649,345,1,506
6650,216,7,506
6651,498,3,506
6652,184,1,506
6653,521,1,506
6654,459,1,506
6655,98,1,506
6656,189,1,506
6657,213,3,506
6658,232,3,506
6659,568,1,506
6660,227,3,506
6661,230,7,506
6662,237,1,506
6663,105,12,506
6664,506,1,50
6665,506,6,3
6666,506,1,86
6667,506,1,170
6668,506,1,173
6669,506,3,82
6670,506,1,420
6671,506,6,135
6672,506,1,96
6673,506,1,39
6674,506,1,8
6675,506,3,55
6676,506,2,146
6677,506,3,143
6678,506,1,522
6679,506,1,145
6680,506,7,154
6681,506,1,390
6682,506,3,275
6683,506,4,56
6684,506,4,486
6685,506,4,560
6686,506,1,510
6687,506,4,142
6688,506,6,269
6689,506,3,482
6690,506,3,116
6691,506,7,501
6692,506,6,48
6693,506,7,512
6694,506,1,101
6695,506,7,40
6696,506,5,377
6697,506,3,473
6698,506,3,407
6699,506,1,291
6700,506,5,503
6701,506,3,272
6702,506,6,371
6703,506,2,129
6704,506,2,78
6705,506,7,32
6706,506,7,549
6707,506,2,481
6708,506,7,240
6709,506,2,64
6710,506,7,267
6711,506,7,5
6712,506,2,63
6713,506,2,126
6714,506,2,54
6715,506,1,419
6716,506,1,565
6717,506,1,315
6718,506,2,114
6719,506,7,211
6720,506,1,535
6721,506,3,566
6722,506,6,174
6723,506,7,176
6724,506,7,22
6725,506,1,222
6726,506,7,304
6727,506,6,221
6728,506,1,525
6729,506,1,89
6730,506,1,504
6731,506,4,235
6732,506,3,311
6733,506,1,83
6734,506,2,99
6735,506,2,397
6736,506,7,226
6737,506,2,58
6738,506,3,484
6739,506,1,282
6740,506,1,44
6741,506,1,309
6742,506,3,147
6743,506,1,233
6744,506,1,382
6745,506,1,57
6746,506,26,340
6747,506,1,16
6748,506,3,430
6749,506,5,112
6750,506,41,67
6751,506,7,242
6752,506,5,7
6753,506,1,238
6754,506,1,297
6755,506,7,243
6756,506,1,81
6757,506,1,417
6758,506,1,35
6759,506,2,107
6760,506,3,307
6761,506,1,61
6762,506,2,413
6763,506,3,442
6764,506,4,534
6765,506,2,357
6766,506,5,550
6767,506,4,471
6768,506,3,13
6769,506,1,138
6770,506,3,329
6771,506,7,509
6772,506,5,162
6773,506,1,440
6774,506,4,398
6775,506,7,401
6776,506,2,215
6777,506,2,400
6778,506,3,351
6779,229,0,280
6780,229,0,449
6781,229,0,519
6782,229,0,542
6783,229,0,43
6784,229,0,395
6785,229,0,520
6786,229,0,128
6787,229,0,433
6788,229,0,434
6789,229,0,438
6790,229,0,187
6791,229,0,289
6792,229,0,296
6793,229,2,224
6794,229,0,558
6795,229,2,106
6796,229,0,399
6797,229,0,133
6798,229,38,379
6799,288,0,229
6800,366,0,229
6801,124,0,229
6802,9,3,229
6803,161,0,229
6804,214,0,229
6805,426,0,229
6806,352,0,229
6807,195,0,229
6808,328,3,229
6809,439,0,229
6810,406,0,229
6811,87,0,229
6812,62,0,229
6813,49,0,229
6814,209,0,229
6815,461,0,229
6816,332,0,229
6817,84,0,229
6818,72,0,229
6819,14,3,229
6820,533,0,229
6821,299,0,229
6822,464,0,229
6823,150,0,229
6824,103,0,229
6825,65,3,229
6826,403,3,229
6827,47,3,229
6828,98,0,229
6829,353,0,229
6830,173,0,229
6831,420,0,229
6832,159,0,229
6833,408,0,229
6834,143,0,229
6835,56,0,229
6836,0,0,229
6837,142,0,229
6838,501,0,229
6839,48,0,229
6840,101,0,229
6841,326,0,229
6842,272,0,229
6843,129,0,229
6844,78,0,229
6845,368,0,229
6846,315,0,229
6847,566,0,229
6848,185,0,229
6849,89,0,229
6850,99,0,229
6851,251,0,229
6852,333,0,229
6853,233,0,229
6854,57,0,229
6855,175,3,229
6856,112,0,229
6857,297,0,229
6858,417,0,229
6859,107,0,229
6860,138,0,229
6861,144,0,229
6862,212,24,75
6863,280,6,75
6864,527,1,75
6865,431,6,75
6866,448,1,75
6867,405,1,75
6868,462,1,75
6869,422,1,75
6870,183,1,75
6871,43,6,75
6872,331,2,75
6873,427,1,75
6874,511,1,75
6875,474,1,75
6876,433,1,75
6877,415,1,75
6878,263,1,75
6879,193,1,75
6880,339,1,75
6881,31,1,75
6882,188,1,75
6883,452,1,75
6884,217,6,75
6885,172,2,75
6886,18,6,75
6887,347,6,75
6888,296,4,75
6889,546,1,75
6890,52,6,75
6891,558,24,75
6892,106,24,75
6893,399,6,75
6894,480,1,75
6895,15,1,75
6896,133,6,75
6897,392,1,75
6898,366,1,75
6899,429,1,75
6900,569,6,75
6901,124,27,75
6902,250,6,75
6903,526,1,75
6904,465,6,75
6905,161,6,75
6906,554,6,75
6907,499,1,75
6908,341,1,75
6909,130,18,75
6910,108,18,75
6911,120,1,75
6912,439,1,75
6913,406,6,75
6914,111,24,75
6915,290,1,75
6916,544,24,75
6917,323,6,75
6918,492,24,75
6919,62,1,75
6920,49,6,75
6921,416,24,75
6922,104,17,75
6923,557,1,75
6924,543,24,75
6925,92,1,75
6926,294,1,75
6927,548,1,75
6928,178,1,75
6929,121,1,75
6930,234,1,75
6931,60,6,75
6932,84,24,75
6933,216,1,75
6934,568,6,75
6935,353,6,75
6936,227,6,75
6937,230,1,75
6938,118,6,75
6939,3,6,75
6940,420,24,75
6941,135,24,75
6942,55,2,75
6943,408,6,75
6944,154,1,75
6945,370,6,75
6946,56,4,75
6947,486,4,75
6948,560,4,75
6949,142,4,75
6950,269,6,75
6951,501,1,75
6952,48,6,75
6953,512,1,75
6954,101,7,75
6955,40,1,75
6956,503,6,75
6957,528,2,75
6958,371,24,75
6959,78,6,75
6960,545,6,75
6961,32,6,75
6962,549,1,75
6963,481,2,75
6964,240,6,75
6965,267,1,75
6966,5,1,75
6967,63,6,75
6968,126,6,75
6969,114,6,75
6970,211,1,75
6971,185,6,75
6972,174,6,75
6973,176,1,75
6974,22,1,75
6975,304,17,75
6976,221,6,75
6977,235,4,75
6978,305,1,75
6979,226,1,75
6980,58,2,75
6981,484,3,75
6982,218,6,75
6983,44,6,75
6984,160,6,75
6985,430,43,75
6986,112,6,75
6987,242,1,75
6988,7,6,75
6989,243,1,75
6990,255,1,75
6991,417,7,75
6992,35,6,75
6993,107,1,75
6994,514,6,75
6995,442,6,75
6996,534,4,75
6997,357,6,75
6998,550,6,75
6999,471,4,75
7000,509,1,75
7001,162,1,75
7002,398,4,75
7003,401,1,75
7004,351,6,75
7005,347,2,551
7006,224,2,551
7007,105,12,551
7008,551,2,96
7009,551,2,16
7010,551,2,7
7011,551,2,107
7012,212,6,280
7013,212,5,519
7014,212,6,431
7015,212,1,123
7016,212,41,168
7017,212,6,43
7018,212,3,567
7019,212,3,331
7020,212,1,490
7021,212,5,427
7022,212,1,520
7023,212,4,511
7024,212,1,128
7025,212,1,433
7026,212,5,246
7027,212,1,508
7028,212,1,191
7029,212,1,263
7030,212,0,4
7031,212,4,193
7032,212,8,210
7033,212,1,438
7034,212,1,187
7035,212,2,217
7036,212,1,287
7037,212,6,18
7038,212,1,300
7039,212,6,347
7040,212,4,296
7041,212,1,364
7042,212,1,292
7043,212,6,52
7044,212,24,558
7045,212,24,106
7046,212,6,399
7047,212,0,91
7048,212,6,133
7049,212,1,157
7050,212,1,392
7051,212,1,530
7052,212,0,256
7053,212,6,366
7054,212,1,523
7055,212,1,470
7056,212,2,429
7057,212,6,569
7058,212,1,186
7059,212,1,109
7060,212,0,9
7061,212,1,349
7062,212,3,456
7063,212,4,244
7064,212,3,250
7065,212,1,17
7066,212,6,161
7067,212,1,487
7068,212,1,182
7069,212,1,554
7070,212,1,499
7071,212,41,140
7072,212,1,426
7073,212,1,516
7074,212,1,352
7075,212,0,120
7076,212,0,439
7077,212,6,406
7078,212,24,111
7079,212,24,544
7080,212,6,323
7081,212,24,492
7082,212,0,318
7083,212,6,49
7084,212,0,203
7085,212,5,66
7086,212,5,209
7087,212,24,416
7088,212,1,104
7089,212,1,461
7090,212,24,543
7091,212,1,200
7092,212,1,156
7093,212,3,25
7094,212,1,121
7095,212,1,234
7096,212,3,94
7097,212,6,60
7098,212,24,84
7099,212,1,68
7100,212,1,345
7101,212,5,498
7102,212,1,184
7103,212,1,521
7104,212,1,459
7105,212,1,98
7106,212,1,189
7107,212,6,568
7108,212,6,353
7109,212,6,227
7110,212,1,237
7111,212,12,105
7112,50,1,212
7113,118,6,212
7114,3,6,212
7115,86,1,212
7116,170,1,212
7117,173,1,212
7118,420,24,212
7119,135,24,212
7120,96,1,212
7121,39,1,212
7122,8,1,212
7123,146,2,212
7124,408,6,212
7125,143,8,212
7126,522,1,212
7127,145,1,212
7128,390,1,212
7129,370,6,212
7130,196,3,212
7131,56,4,212
7132,486,4,212
7133,560,4,212
7134,510,1,212
7135,142,4,212
7136,269,6,212
7137,501,1,212
7138,48,6,212
7139,512,1,212
7140,101,1,212
7141,377,5,212
7142,291,1,212
7143,503,5,212
7144,371,24,212
7145,129,0,212
7146,78,6,212
7147,545,6,212
7148,32,6,212
7149,481,2,212
7150,240,6,212
7151,63,6,212
7152,126,3,212
7153,54,2,212
7154,419,1,212
7155,565,1,212
7156,315,1,212
7157,114,3,212
7158,535,1,212
7159,185,6,212
7160,174,6,212
7161,22,1,212
7162,222,1,212
7163,304,4,212
7164,221,6,212
7165,525,1,212
7166,89,1,212
7167,504,0,212
7168,235,4,212
7169,409,0,212
7170,311,1,212
7171,83,1,212
7172,99,1,212
7173,397,2,212
7174,58,0,212
7175,484,8,212
7176,282,1,212
7177,44,6,212
7178,309,1,212
7179,160,6,212
7180,233,1,212
7181,382,1,212
7182,57,1,212
7183,340,26,212
7184,16,1,212
7185,112,6,212
7186,67,41,212
7187,7,5,212
7188,238,1,212
7189,297,1,212
7190,81,1,212
7191,417,1,212
7192,107,2,212
7193,514,6,212
7194,435,0,212
7195,61,1,212
7196,413,0,212
7197,442,6,212
7198,534,4,212
7199,357,6,212
7200,550,5,212
7201,471,4,212
7202,13,3,212
7203,138,1,212
7204,509,1,212
7205,162,5,212
7206,440,1,212
7207,398,4,212
7208,215,0,212
7209,400,2,212
7210,351,6,212
7211,280,0,411
7212,527,1,411
7213,168,21,411
7214,422,0,411
7215,273,2,411
7216,43,0,411
7217,567,3,411
7218,331,2,411
7219,511,1,411
7220,317,0,411
7221,263,1,411
7222,210,8,411
7223,491,0,411
7224,217,2,411
7225,172,2,411
7226,18,0,411
7227,347,0,411
7228,437,0,411
7229,446,0,411
7230,327,0,411
7231,106,0,411
7232,399,2,411
7233,91,0,411
7234,133,0,411
7235,256,0,411
7236,366,0,411
7237,523,0,411
7238,386,2,411
7239,429,2,411
7240,569,0,411
7241,9,0,411
7242,281,12,411
7243,411,3,250
7244,411,0,325
7245,411,2,465
7246,411,0,161
7247,411,6,554
7248,411,21,140
7249,411,1,120
7250,411,0,439
7251,411,0,406
7252,411,0,318
7253,411,2,262
7254,411,0,203
7255,411,0,416
7256,411,0,104
7257,411,0,543
7258,411,3,25
7259,411,1,121
7260,411,1,234
7261,411,0,60
7262,411,2,74
7263,411,0,420
7264,411,2,55
7265,411,0,146
7266,411,8,143
7267,411,0,48
7268,411,2,528
7269,411,0,129
7270,411,0,78
7271,411,2,481
7272,411,0,64
7273,411,0,63
7274,411,2,126
7275,411,2,54
7276,411,6,114
7277,411,1,305
7278,411,0,99
7279,411,2,397
7280,411,2,58
7281,411,8,484
7282,411,6,218
7283,411,0,112
7284,411,21,67
7285,411,0,7
7286,411,1,255
7287,411,0,107
7288,411,0,413
7289,411,2,442
7290,411,0,357
7291,411,3,13
7292,411,2,136
7293,411,2,215
7294,411,2,400
7295,411,0,351
7296,280,1,527
7297,280,2,88
7298,280,0,449
7299,280,0,519
7300,280,0,431
7301,280,22,302
7302,280,0,21
7303,280,0,306
7304,280,0,542
7305,280,32,168
7306,280,0,462
7307,280,0,422
7308,280,0,80
7309,280,0,261
7310,280,0,273
7311,280,0,183
7312,280,0,477
7313,280,0,43
7314,280,2,567
7315,280,2,331
7316,280,2,490
7317,280,0,198
7318,280,0,469
7319,280,0,395
7320,280,0,520
7321,280,1,511
7322,280,0,128
7323,280,2,424
7324,280,0,433
7325,280,0,246
7326,280,2,317
7327,280,0,508
7328,280,0,415
7329,280,1,263
7330,280,0,536
7331,280,0,4
7332,280,0,363
7333,280,0,193
7334,280,0,434
7335,280,0,31
7336,280,8,210
7337,280,0,438
7338,280,0,532
7339,280,0,188
7340,280,0,452
7341,280,0,491
7342,280,32,475
7343,280,6,217
7344,280,2,172
7345,280,0,171
7346,280,0,258
7347,280,0,289
7348,280,0,18
7349,280,0,300
7350,280,0,347
7351,280,0,364
7352,280,0,437
7353,280,0,163
7354,280,2,224
7355,280,0,446
7356,280,2,327
7357,280,0,313
7358,280,6,52
7359,280,6,558
7360,280,6,106
7361,280,0,399
7362,280,0,91
7363,280,32,148
7364,280,0,480
7365,280,0,421
7366,280,0,276
7367,280,0,133
7368,280,0,157
7369,280,0,392
7370,280,0,379
7371,280,0,530
7372,280,0,288
7373,280,0,256
7374,280,0,366
7375,280,2,553
7376,280,2,523
7377,280,4,470
7378,280,2,386
7379,280,0,429
7380,280,0,322
7381,280,0,20
7382,280,0,569
7383,280,0,109
7384,280,0,124
7385,280,0,9
7386,280,0,125
7387,280,3,250
7388,280,0,17
7389,280,0,526
7390,280,0,325
7391,280,0,465
7392,280,0,36
7393,280,0,257
7394,280,0,161
7395,280,0,182
7396,280,0,554
7397,280,0,463
7398,280,0,117
7399,280,0,279
7400,280,0,214
7401,280,0,194
7402,280,0,140
7403,280,0,426
7404,280,0,516
7405,280,0,352
7406,280,0,195
7407,280,0,301
7408,280,0,130
7409,280,0,108
7410,280,1,120
7411,280,0,439
7412,280,0,406
7413,280,6,111
7414,280,0,298
7415,280,32,245
7416,280,0,290
7417,280,2,544
7418,280,0,323
7419,280,2,492
7420,280,0,354
7421,280,32,87
7422,280,0,314
7423,280,2,318
7424,280,0,62
7425,280,0,49
7426,280,2,209
7427,280,6,416
7428,280,22,119
7429,280,0,104
7430,280,0,34
7431,280,2,461
7432,280,2,543
7433,280,0,92
7434,280,0,332
7435,280,0,359
7436,280,0,25
7437,280,32,69
7438,280,0,466
7439,280,32,79
7440,280,2,294
7441,280,0,500
7442,280,1,121
7443,280,1,234
7444,280,0,94
7445,280,0,60
7446,280,6,84
7447,280,0,264
7448,280,0,72
7449,280,0,68
7450,280,0,14
7451,280,0,533
7452,280,0,299
7453,280,0,464
7454,280,0,150
7455,280,0,103
7456,280,0,65
7457,280,0,321
7458,280,0,403
7459,280,0,345
7460,280,0,498
7461,280,0,47
7462,280,0,184
7463,280,0,459
7464,280,0,98
7465,280,0,454
7466,280,0,213
7467,280,0,127
7468,280,2,74
7469,280,0,232
7470,280,0,227
7471,280,0,230
7472,280,0,346
7473,280,2,237
7474,280,12,105
7475,343,0,280
7476,118,0,280
7477,3,0,280
7478,86,1,280
7479,170,0,280
7480,274,0,280
7481,173,0,280
7482,82,0,280
7483,420,2,280
7484,135,6,280
7485,96,0,280
7486,39,0,280
7487,159,0,280
7488,483,0,280
7489,8,0,280
7490,55,2,280
7491,146,0,280
7492,408,22,280
7493,143,8,280
7494,404,0,280
7495,524,0,280
7496,370,0,280
7497,196,0,280
7498,275,0,280
7499,560,0,280
7500,142,0,280
7501,269,0,280
7502,501,0,280
7503,204,2,280
7504,48,0,280
7505,512,0,280
7506,101,0,280
7507,27,0,280
7508,377,2,280
7509,407,0,280
7510,291,0,280
7511,228,0,280
7512,528,2,280
7513,46,0,280
7514,372,0,280
7515,272,38,280
7516,280,6,371
7517,280,2,129
7518,280,0,308
7519,280,0,78
7520,280,0,220
7521,280,22,545
7522,280,0,32
7523,280,0,115
7524,280,0,252
7525,280,0,481
7526,280,0,64
7527,280,32,344
7528,280,0,267
7529,280,0,5
7530,280,0,63
7531,280,0,126
7532,280,2,54
7533,280,0,284
7534,280,0,552
7535,280,0,419
7536,280,0,565
7537,280,0,315
7538,280,0,114
7539,280,32,211
7540,280,0,566
7541,280,0,185
7542,280,0,174
7543,280,0,176
7544,280,0,410
7545,280,0,22
7546,280,0,222
7547,280,0,304
7548,280,6,221
7549,280,0,525
7550,280,0,89
7551,280,0,201
7552,280,22,223
7553,280,0,165
7554,280,0,504
7555,280,1,305
7556,280,0,409
7557,280,2,205
7558,280,0,59
7559,280,0,358
7560,280,0,311
7561,280,0,99
7562,280,0,397
7563,280,0,226
7564,280,2,58
7565,280,3,484
7566,280,2,282
7567,280,0,218
7568,280,0,333
7569,280,0,44
7570,280,0,362
7571,280,0,167
7572,280,0,147
7573,280,0,160
7574,280,0,383
7575,280,0,340
7576,280,0,16
7577,280,0,112
7578,280,32,67
7579,280,2,7
7580,280,0,238
7581,280,1,255
7582,280,0,81
7583,280,0,29
7584,280,0,458
7585,280,0,338
7586,280,0,35
7587,280,2,107
7588,280,0,514
7589,280,0,435
7590,280,0,562
7591,280,0,30
7592,280,0,61
7593,280,32,374
7594,280,2,413
7595,280,6,442
7596,280,0,357
7597,280,0,550
7598,280,0,329
7599,280,0,316
7600,280,0,509
7601,280,0,41
7602,280,0,144
7603,280,2,136
7604,280,0,151
7605,280,0,398
7606,280,2,401
7607,280,0,215
7608,280,0,260
7609,280,0,400
7610,280,0,351
7611,527,1,519
7612,527,2,431
7613,527,1,448
7614,527,1,310
7615,527,3,80
7616,527,1,273
7617,527,1,367
7618,527,1,43
7619,527,8,567
7620,527,2,331
7621,527,3,198
7622,527,1,511
7623,527,1,246
7624,527,1,263
7625,527,1,4
7626,527,1,335
7627,527,1,31
7628,527,8,210
7629,527,0,491
7630,527,1,217
7631,527,1,172
7632,527,1,289
7633,527,10,296
7634,527,1,364
7635,527,1,224
7636,527,1,446
7637,527,1,52
7638,527,1,558
7639,527,2,399
7640,527,1,91
7641,527,1,421
7642,527,1,97
7643,527,1,288
7644,527,1,256
7645,527,1,366
7646,527,1,523
7647,527,1,386
7648,527,1,429
7649,527,1,20
7650,527,0,324
7651,527,1,569
7652,527,1,124
7653,527,2,9
7654,527,2,456
7655,527,12,281
7656,250,3,527
7657,51,1,527
7658,465,1,527
7659,36,1,527
7660,161,1,527
7661,463,1,527
7662,516,1,527
7663,352,1,527
7664,328,1,527
7665,108,2,527
7666,120,1,527
7667,439,2,527
7668,290,1,527
7669,203,1,527
7670,416,1,527
7671,441,1,527
7672,557,1,527
7673,389,2,527
7674,92,1,527
7675,332,1,527
7676,25,3,527
7677,79,1,527
7678,121,1,527
7679,234,1,527
7680,94,1,527
7681,60,2,527
7682,498,1,527
7683,213,1,527
7684,127,1,527
7685,74,2,527
7686,319,1,527
7687,230,1,527
7688,237,1,527
7689,105,12,527
7690,527,1,420
7691,527,1,8
7692,527,1,55
7693,527,1,146
7694,527,3,143
7695,527,1,275
7696,527,10,56
7697,527,10,486
7698,527,10,560
7699,527,1,142
7700,527,1,48
7701,527,1,27
7702,527,1,40
7703,527,1,407
7704,527,2,528
7705,527,1,272
7706,527,1,371
7707,527,1,129
7708,527,1,549
7709,527,1,252
7710,527,2,481
7711,527,1,64
7712,527,1,63
7713,527,1,126
7714,527,1,54
7715,527,1,565
7716,527,2,114
7717,527,1,566
7718,527,1,185
7719,527,1,176
7720,527,1,221
7721,527,1,223
7722,527,1,504
7723,527,1,235
7724,527,1,305
7725,527,1,205
7726,527,1,59
7727,527,1,311
7728,527,2,397
7729,527,1,226
7730,527,1,58
7731,527,2,484
7732,527,1,282
7733,527,1,160
7734,527,1,340
7735,527,1,112
7736,527,1,242
7737,527,1,70
7738,527,1,255
7739,527,1,29
7740,527,2,107
7741,527,1,514
7742,527,1,307
7743,527,1,30
7744,527,2,61
7745,527,1,442
7746,527,1,550
7747,527,3,13
7748,527,1,102
7749,527,1,329
7750,527,2,136
7751,527,1,215
7752,527,1,400
7753,527,1,351
7754,380,2,347
7755,380,2,213
7756,380,2,96
7757,380,2,16
7758,380,2,7
7759,380,3,35
7760,158,2,405
7761,158,1,542
7762,158,1,428
7763,158,1,246
7764,158,1,470
7765,158,1,457
7766,158,1,325
7767,158,4,77
7768,158,1,487
7769,158,1,516
7770,158,1,164
7771,158,4,354
7772,158,22,209
7773,158,1,192
7774,158,1,459
7775,158,1,237
7776,158,1,105
7777,158,4,370
7778,158,1,517
7779,158,1,377
7780,158,1,291
7781,158,2,32
7782,158,1,115
7783,158,4,303
7784,158,1,315
7785,158,1,525
7786,158,4,425
7787,158,4,160
7788,158,4,19
7789,158,1,112
7790,158,4,35
7791,158,45,562
7792,158,32,270
7793,158,1,357
7794,158,32,138
7795,158,1,509
7796,158,22,162
7797,158,4,444
7798,88,25,448
7799,88,25,405
7800,88,25,462
7801,88,25,422
7802,88,25,183
7803,88,2,43
7804,88,3,567
7805,88,3,198
7806,88,25,427
7807,88,25,339
7808,88,25,31
7809,88,8,210
7810,88,25,188
7811,88,7,452
7812,88,25,475
7813,88,2,217
7814,88,2,399
7815,88,2,91
7816,88,25,392
7817,88,2,256
7818,88,2,429
7819,88,2,569
7820,88,2,9
7821,88,3,250
7822,88,2,465
7823,88,25,257
7824,88,25,247
7825,88,2,120
7826,88,2,439
7827,88,25,314
7828,88,7,62
7829,88,2,203
7830,88,2,416
7831,88,25,557
7832,88,25,92
7833,88,3,25
7834,88,25,548
7835,88,25,178
7836,88,2,60
7837,88,7,498
7838,88,25,230
7839,88,2,146
7840,88,8,143
7841,88,25,283
7842,88,25,116
7843,88,25,501
7844,88,25,40
7845,88,2,129
7846,88,25,32
7847,88,25,549
7848,88,2,481
7849,88,2,63
7850,88,2,126
7851,88,2,54
7852,88,2,114
7853,88,7,211
7854,88,25,176
7855,88,1,99
7856,88,2,397
7857,88,25,226
7858,88,2,58
7859,88,8,484
7860,88,25,333
7861,88,25,243
7862,88,25,107
7863,88,2,442
7864,88,3,13
7865,88,7,155
7866,88,25,401
7867,88,2,215
7868,88,2,400
7869,88,25,351
7870,449,0,431
7871,449,0,43
7872,449,3,567
7873,449,1,415
7874,449,0,4
7875,449,3,210
7876,449,2,217
7877,449,0,289
7878,449,0,437
7879,449,0,446
7880,449,0,106
7881,449,2,399
7882,449,0,91
7883,449,0,256
7884,449,2,429
7885,449,0,569
7886,449,27,124
7887,449,0,9
7888,449,3,456
7889,449,3,250
7890,449,2,465
7891,449,18,130
7892,449,18,108
7893,449,0,120
7894,449,0,439
7895,449,1,290
7896,449,0,318
7897,449,0,203
7898,449,0,416
7899,449,2,389
7900,449,3,25
7901,449,0,60
7902,449,0,264
7903,449,0,72
7904,449,0,420
7905,449,0,146
7906,449,3,143
7907,449,0,275
7908,449,0,129
7909,449,2,481
7910,449,0,64
7911,449,0,63
7912,449,2,126
7913,449,2,54
7914,449,2,114
7915,449,0,504
7916,449,0,409
7917,449,2,397
7918,449,0,58
7919,449,3,484
7920,449,0,435
7921,449,0,413
7922,449,2,442
7923,449,3,13
7924,449,0,138
7925,449,0,329
7926,449,2,215
7927,449,2,400
7928,449,0,351
7929,23,1,415
7930,23,1,366
7931,23,27,124
7932,23,18,130
7933,23,18,108
7934,23,1,290
7935,23,39,118
7936,23,1,199
7937,23,43,430
7938,85,21,168
7939,85,21,140
7940,85,21,67
7941,393,0,265
7942,393,1,415
7943,393,35,73
7944,393,18,130
7945,393,18,108
7946,393,1,290
7947,393,39,118
7948,393,1,199
7949,519,0,431
7950,519,31,265
7951,519,1,418
7952,519,1,448
7953,519,4,405
7954,519,5,123
7955,519,21,168
7956,519,1,310
7957,519,0,422
7958,519,40,207
7959,519,9,183
7960,519,11,502
7961,519,0,43
7962,519,3,567
7963,519,2,331
7964,519,5,490
7965,519,5,427
7966,519,5,520
7967,519,1,495
7968,519,1,511
7969,519,5,128
7970,519,1,424
7971,519,4,474
7972,519,5,433
7973,519,5,246
7974,519,0,317
7975,519,5,508
7976,519,5,191
7977,519,1,263
7978,519,0,4
7979,519,1,339
